,number,rate,title,url,id,directors,year,actors,type,countries,summary
736,737,8.1,化身博士,https://movie.douban.com/subject/1293893/,1293893,鲁本·马莫利安,1931,"弗雷德里克·马奇,米利亚姆·霍普金斯,罗丝·霍巴德","剧情,恐怖,科幻",美国,好莱坞最着名的经典电影之一，如《随身变》等一人同时变成本尊与分身的电影均沿袭本片的原始的构想而来。本片是弗雷德．马区勇夺金像奖最佳男主角的版本，也是艺术成就最高的一部。故事描述在维多利亚时代，杰克尔医生发明了一种特殊的新药，吃下去便会变成另一个自我---野蛮残暴的海德先生。杰克尔虽然已有贤惠的未婚妻，但是被放荡的风尘女子勾起了他变成海德的欲望，悲剧终于一发不可收拾。导演鲁宾．马莫利安成功地营造出大雾迷离的伦敦气围，处理杰克尔变成野兽般的海德尔时并不依赖特技，而是透过出色的摄影和否定达到效果，视觉风格的绚丽并不会随着时间的过去而褪色
737,738,8.2,新女性,https://movie.douban.com/subject/1421676/,1421676,蔡楚生,1934,"阮玲玉,郑君里",剧情,中国大陆,"韦明（阮玲玉 饰）是一名音乐教师，平日里，她喜欢作曲和写小说。王博士是韦明的同时，尽管已经结婚，但他经常对漂亮的韦明动手动脚很不尊重，这让韦明感到恶心和唾弃。某日，韦明遇见了出版公司的余海涛，他的绅士和谈吐十分吸引韦明，然而，韦明只是将这份感情埋藏在心底。
韦明的姐姐带着韦明的女儿前来投奔韦明，使得韦明本就不宽裕的生活更加的拮据，与此同时，无法得逞的王博士施诡计使得韦明为学校解雇，而女儿又恰巧在此时生病急需医治，一时间，韦明陷入了走投无路的境地。无奈之下，韦明只得出卖肉体，而她的客人竟然正是阴险卑鄙的王博士。©豆瓣"
738,739,8.4,四海本色,https://movie.douban.com/subject/1305032/,1305032,朱尔斯·达辛,1950,"理查德·威德马克,吉恩·蒂尔尼,乔姬·韦瑟斯,休·马洛威","犯罪,黑色电影,运动",英国,"哈瑞（理查德·威德马克 Richard Widmark 饰）是一名卑微的皮条客，然而，他从来都没有满足于现状过，而是不断地想找到能够发家致富的门道。一次偶然中，哈瑞结识了名叫乔治（Stanislaus Zbyszko 饰）的摔跤运动员，两人一拍即合，决定组织一场摔跤比赛以谋取暴利。
哈瑞找来了当红摔跤手史瑞乐（Mike Mazurki 饰）对阵乔治的手下尼古拉斯（Ken Richmond 饰），一时间，这场巅峰对决成为了当地人人乐道的传奇。哈瑞的高调惹恼了垄断当地摔跤比赛收益的黑帮，除此之外，乔治的儿子也对哈瑞表示了强烈的不满，与此同时，酒吧老板菲力（Francis L. Sullivan 饰）亦想借此机会除掉这个和自己老婆海伦（乔姬·韦瑟斯 Googie Withers 饰）有一腿的无赖。一场意外的发生让乔治不幸去世，也让哈瑞惹上了杀身之祸。©豆瓣"
739,740,8,大雨天,https://movie.douban.com/subject/1302346/,1302346,小泉尧史,1999,"寺尾聪,宫崎美子,三船史郎",剧情,日本,「黑之雨」是由黑泽明嫡遗子弟小泉尧史根据黑泽明遗稿所改编的，讲的是幕府时期武士浪人的故事。小泉尧史黑泽明的「梦」及「八月狂想曲」等片担任副导长期跟随黑泽明，他认黑泽明是一位难能可贵的良师益友，从中学习的很多，至今仍常怀念当时的情况。该片的演员阵容坚强，除了寺尾聪、原田美枝子，还有三船敏郎之子三船史郎、宫崎美子及「梦」乙片的班底演员，这种表演组合充份显示怀念大师的意味。黑泽明生于1910年，于1998年9月过世。他以写电影剧本起家，第一部作品是1943年的「姿三四郎」，同时他也是一位画家。他的电影力求展现艺术的趣味性及自然。
740,741,8.5,天国车站,https://movie.douban.com/subject/1781056/,1781056,出目昌伸,1984,"吉永小百合,西田敏行,三浦友和,真行寺君枝 ",剧情,日本,"美丽的女囚林叶加代（吉永小百合 饰）在潮湿的牢房中打点好妆容，开始前往绞刑架，路上一幕幕往事浮现……1955年春天，加代因青年警察桥本（三浦友和 饰）的瞩目被善妒的退伍兵丈夫殴打，桥本趁机占有了加代的身体，又唆使她将丈夫毒杀。与加代同居的桥本依靠对方的资助赴东京求学，返乡时却带回了年轻的情人幸子。悲痛欲绝的加代与幸子背井离乡，靠防线手艺生活，得以结识大和阁浴场主人福见，占有欲强烈的福见对加代一见钟情，连累加代被自己妻子斥责，而一直暗恋加代的丑陋杂役塔伯亦在此地出现，不久一系列凶杀发生在加代身边，从故乡赶来的警察将目标对准了加代……
本片根据真实社会事件改编。©豆瓣"
741,742,8.1,ABC谋杀案,https://movie.douban.com/subject/1506769/,1506769,安德鲁·格里夫,1992,大卫·苏切特,"剧情,犯罪,悬疑",英国,"三个字母，三个地点，三宗凶案，三具尸体。
A代表第一个被谋杀的人，地点在以A开头的安道威城。B代表第二个被勒死的人，地点在以B开头的伯克斯希尔。C代表第三个被谋杀的人，地点在以C开头的帝尼·带文赛尔村庄。在第具尸体帝边都放着一份ABC三个地方的地图复印件，并都特意翻到了相关的页面。
就在警察忙得团团转时，第四个字母D出现了，波罗必须帮助警方赶在凶案发生之前找到可怜的谋杀目标……
无可否认，这是波罗所遭遇的最高明的凶手之一，但他显然也同那些出色的同行们一样，犯了一个致命的错误挑战战无不胜的波罗!"
742,743,8.5,解放,https://movie.douban.com/subject/1440040/,1440040,尤里·奥泽洛夫,1969,"Larisa Golubkina,Bukhuti Zakariadze,瓦西里·舒克申,尼古拉·雷布尼科夫","剧情,战争,爱情",苏联,为纪念苏联卫国战争30周年，前苏联莫斯科电影制片厂于1970—1972年，拍摄了一部堪称前苏联电影史上耗资最巨、规模最大、场面最为壮观的战争题材影片———《解放》。影片从1943年苏联红军反攻（库尔斯克战役）开始，到强渡涅伯河，解放基辅，最后攻克柏林。分为五集，片长将近8个小时。导演尤里·奥泽洛夫为强调“纪实性”、“史诗性”，在影片中穿插了大量的真实历史文献镜头。影片还出现了不少历史人物，如斯大林、朱可夫、罗斯福、丘吉尔、希特勒、墨索里尼等。此外，影片还蕴涵丰富感人的故事情节，从苏、德两军统帅到普通士兵，从苏军反攻到德军覆没，成功地表现了一种攻无不克、战无不胜的革命乐观主义精神。
743,744,8.5,艾弗森,https://movie.douban.com/subject/25985175/,25985175,Zatella Beatty,2014,"阿伦·艾弗森 Allen Iverson,卡梅隆·安东尼",传记,美国,"阿伦·艾弗森，这名NBA历史上最伟大的传奇球星之一，再度以一部纪录片的形式回归到球迷的视线。
这部最新的个人纪录片，被简单地命名为《艾弗森影片》（IversonTheMovie）。5月17日，纪录片在美国电视台CBS旗下的Showtime纪录片频道上映，将持续播出一个月。
与其他大牌球星的纪录片不同，艾弗森选择了一位名不经传的导演，Zatella Beatty。而这部片子正是她的导演处女作。“当我开始接触电影创作的时候，我无法确定最终的产品会是什么样的，后来我为艾弗森选择了相对平和的叙事方式，但是效果却很震撼和强大。”Zatella Beatty在接受《赫芬顿邮报》电话采访时说道。
众所周知，艾弗森是NBA赛场上最具争议的球星之一。仅身高1米83的艾弗森，凭借着惊人的天赋和意志力，1996年以状元身份加入NBA。整个职业生涯中，他曾四次荣膺得分王，11次入选全明星，并夺得2000-2001赛季常规赛的MVP奖杯。
在到达职业生涯巅峰之后，因无数次受伤，艾弗森也曾跌入了谷底。2006-2007赛季，在为76人效力了10年之后，艾弗森先后辗转于孟菲斯、费城、土耳其等地，渐渐走向职业生涯的下坡路。2013年，他最终以伤病为由黯然退役。
此外，赛场之外的种种丑闻，也让艾弗森在事业与家庭两方面受到了双重打击。因此，外界对这位前NBA巨星的评价，往往是带有保留的夸奖。
“在纪录片中，我们试图把过去十二多年的重要时刻串起来，让人们了解他在赛场内外所作出的决定。”Zatella Beatty说道，片子将呈现那些重要事件的事实，为球迷和质疑者还原一位真实的艾弗森。"
744,745,8.1,天涯何处觅知音,https://movie.douban.com/subject/1294005/,1294005,伊利亚·卡赞,1961,"沃伦·比蒂,娜塔利·伍德,奥黛丽·克里斯蒂,帕特·亨格尔","剧情,爱情",美国,"堪萨斯州的南部小城高中生巴德（ 沃伦·比蒂 Warren Beatty 饰）喜欢上了迪妮（娜塔利·伍德 Natalie Wood 饰），且有非卿不娶的想法．但是由于保守的观念，父亲不淮，认为生理需求可以用金钱解决，要求他等到大学毕业后再谈论终身大事，结果巴德与一个浪荡女生（奥黛丽·克里斯蒂 Audrey Christie 饰）发生了关系，令迪妮大受刺激至精神错乱送到精神病院，而巴德则遣送回乡，待迪妮复原后回乡探视巴德，发现巴德已由一个活泼绚烂的少年归于平淡，顿感现实的残酷和寂寞。
本片曾荣获1961年第24届奥斯卡获最佳故事与剧本奖。"
745,746,8.4,银河铁道之夜,https://movie.douban.com/subject/1962665/,1962665,杉井仪三郎,1985,"田中真弓,坂本千夏,堀絢子 Junko Hori,纳谷悟郎","动画,冒险,剧情",日本,"1985年制作の劇場用アニメ映画。毎日映画コンクール・大藤信郎賞受賞作。
音楽：細野晴臣"
746,747,8.5,焚尸人,https://movie.douban.com/subject/1486017/,1486017,乔拉·赫兹,1969,"Vlasta Chramostová,鲁道夫·霍辛斯基,伊利·曼佐","剧情,恐怖,惊悚",捷克斯洛伐克 Czechoslovakia,《焚尸人》根据拉迪斯拉夫·富克斯的同名小说改编。讲述了一个令人毛骨悚然的故事。卡尔是火葬场的管理人，他是反犹太主义者，并极其迷恋死亡。适逢纳粹侵略捷克斯洛伐克，他认为自己大展宏图的机会来了，但正当他准备大显身手时，却发现自己的妻子不是“纯净”的血统。这个事实让他走上了疯狂之路。他准备谋杀自己的妻子和同样不“纯洁”的儿子。
747,748,8.4,歼匪喋血战,https://movie.douban.com/subject/1301216/,1301216,拉乌尔·沃尔什,1949,"詹姆斯·卡格尼,弗吉尼亚·梅奥,艾德蒙·奥布莱恩,玛格丽特·威彻利","剧情,犯罪,惊悚",美国,詹姆斯．卡格尼主演的黑帮电影经典作。他在这部演技光芒四射的代表作之中饰演有严重恋母情结的歹徒柯弟贾勒特，他象神经病一样弃妻子于不顾，到处疯狂做案。警方费了九牛二虎之力围捕他，他则率领手下暴徒躲在深山中跟警方对峙。导演拉乌尔．沃尔什在片中安排了不少气氛十足的暴力动作场面，但更出色的是对男主角偏执狂的生动刻画。玛格丽特．威彻利的邪恶母亲和弗吉尼亚．梅奥的性格女友亦演出旗鼓相当，结局拍出相当感人的悲剧性。
748,749,8,在天堂遇见的五个人,https://movie.douban.com/subject/1417050/,1417050,Lloyd Kramer,2004,"强·沃特,Emy Aneke,Steven Grayhm","剧情,奇幻",美国,"根据Mitch Albom的最新作品《The Five People You Meet in Heaven》改编，同样讨论人生的生死问题，死亡却从结局演变成了开端，主角Eddie是一名游乐园管理工人，战争时意外的脚伤，让他只能在游乐场日复一日且一拐一拐的巡视整个游乐场。不过在他83岁生日那天，却因一件游乐场的意外，让他在营救一个小女孩时不幸身亡。
当Eddie醒来时，却已身处天堂，他所处的天堂并不是我们想像的伊甸园；相反的却是他生前生活片段的重现，此时五位曾经在Eddie生命中出现的人，再度引领他重新找到他失去的时光，重新认识人类间，关于人性与爱的故事……。"
749,750,8.5,里斯本的故事,https://movie.douban.com/subject/1293876/,1293876,维姆·文德斯,1994,"鲁迪格·福格勒,帕特里克·波查,Vasco Sequeira,曼努埃尔·德·奥利维拉","剧情,音乐",德国,此片可以看作是文德斯《事物的状态》的续集。前集中的导演弗里德里希（帕特里克·波查 Patrick Bauchau 饰）在本片中去里斯本拍摄素材，他邀请电影收音师菲利普（鲁迪格·福格勒 Rüdiger Vogler 饰）帮自己的默片收集声音。菲利浦接到邀请明信片之后，依约赶往里斯本，却找不到弗里德里希的踪迹，只发现他留下的一些神秘线索。根据导演留下的一段关于里斯本某个小镇的菲林，菲利普前去该地方收集声音。他穿越在大街小巷，记录下各种声音。在里斯本游荡期间，他结识一位电影插曲演唱女歌手，生活自此增添了些许情调。影片最后，他找到了弗里德里希，了解到导演离走的原因：面对商业影像的冲击，导演已经对影像感到麻木，无法再找到拍摄的灵感与激情，于是发明了一种盲拍手法，将摄影机架在肩上，自己随意走动，任凭镜头记录所到之处的影像，他认为这种记录才是忠实地记录一个地方，是客观和真实的。©豆瓣
750,751,8.2,爱无国界,https://movie.douban.com/subject/1438081/,1438081,Yash Chopra,2004,"沙鲁克·汗,普丽缇·泽塔,拉妮·玛克赫吉","剧情,歌舞,爱情",印度,"维尔（沙鲁克·罕 Shahrukh Khan 饰）是一名印度空军救援飞行员，在工作上勤勤恳恳的维尔在内心里也充满了正义感。一次事故中，维尔救下了一个名叫扎拉（普丽缇·泽塔 Preity Zinta 饰）的女子，扎拉的美丽和柔弱让维尔几乎在瞬间就决定将她看做自己此生独一无二的爱人，扎拉亦然。不幸的是，扎拉是巴基斯坦人，政治和宗教在她和维尔之间铸造了深不见底的鸿沟，世界如此之大，却容不下两人纯洁的爱情，很快，维尔被冠上间谍的罪名锒铛入狱。
22年过去了，精明强干的律师萨米亚（拉妮·玛克赫吉 Rani Mukherjee 饰）在无意间得知了维尔和扎拉之间凄美的爱情，感动之中，她决定为两人牵线搭桥，成全这一段旷世姻缘。©豆瓣"
751,752,8.6,工作,https://movie.douban.com/subject/1302119/,1302119,埃曼诺·奥尔米,1961,"Loredana Detto,Sandro Panseri,Mara Revel,Tullio Kezich","喜剧,剧情",意大利,"导演奥米建立风格和信誉的早期写实作品，叙述了一个15岁乡下男孩到米兰的大公司谋职的经过。男孩多米尼克在求职过程中结识了一个女孩，她也在等待被录用，在经历了各种考验后，两人最终如愿进入了这家公司。
影片展示了意大利社会生活的艰辛，讽刺了谋职的贪婪，还提出了一个很耐人寻味的问题，那就是工业社会的紧张、单调与葬送青春、泯灭纯真。全片注重的是日常生活的细节描写，还原了一个小职员普通生活和工作的心理真实。导演没有过多把自己对生活的评价放进电影，他只是以“生活流”手法白描了这样一个普通的故事，纪实的风格朴实无华。"
752,753,8.3,哆啦A梦：大雄的阿拉伯之夜,https://movie.douban.com/subject/1458899/,1458899,芝山努,1991,"大山信代,小原乃梨子,野村道子,立壁和也","科幻,动画,冒险",日本,哆啦A梦（大山信代 配音）拿出了一个可以进入连环画的鞋子，大家跳进连环画玩，可是静香（野村道子 配音）丢了一只鞋子，没有回来。而连环画被大雄的妈妈烧毁了。于是，大家必须去古代的阿拉伯，寻找童话与现实有衔接的地方，找寻静香的下落。静香是被奴隶贩子拐走了，而大家先是遭遇四十大盗，哆啦A梦的口袋也被偷了，然后大家在海上遭遇暴风雨，拣回一条命被冲到了大沙漠，只能在一望无际的沙漠里艰辛的寻找静香的下落。沙漠里，大家经受着常人无法忍受的困难，大雄严重中暑昏迷，小夫屡屡看到幻像。他们后来发现了一个黄金宫，国王是《一千零一夜》里的风云人物水手辛伯达，他有着大魔神，神灯，飞毯等许多不可思议的，只会出现在《一千零一夜》童话故事里的道具。他为什么会有这些东西？面对想抢夺黄金宫的奴隶贩子和四十大盗，大雄一行人将如何化险为夷……©豆瓣
753,754,8.3,无法避免的战争,https://movie.douban.com/subject/14802605/,14802605,Prakash Jha,2012,阿俊·拉姆鲍 阿布依·多尔 Manoj Bajpai,剧情,印度,纳萨尔派是印共中的激进派系，信奉毛主义，主张通过农民武装斗争夺取政权。盘踞在南迪格地区的纳萨尔组织，困扰政府多年。安迪警官封命清剿，不料屡屡受挫，遂将好友卡比尔送入敌营，充当卧底。卡比尔不负期望，提供情报，为警方立下汗马功劳。然而，当他亲身体会到农村的贫穷落后，当他亲眼目睹政府强占穷人的土地，当他与毛派分子同甘共苦并肩作战，卡比尔开始理解这帮激进分子的诉求，不得不重新审视自己的使命
754,755,8.3,南方,https://movie.douban.com/subject/1477717/,1477717,维克多·艾里斯,1983,"Omero Antonutti,Sonsoles Aranguren,伊希娅·博拉茵","剧情,爱情",西班牙,"在小女孩埃斯特雷亚（Sonsoles Aranguren 饰）的眼中，父亲奥古斯汀（Omero Antonutti 饰）是万能的英雄，在他健康壮硕的体格下，有着一颗无所不知又无所不能的聪慧大脑，他将永远年轻，永远强大，然而事实真的如此吗？埃斯特雷亚从来都不知道父亲有着怎样的过去，她唯一知道的是，南方，是父亲的故乡亦是归宿。
一转眼，埃斯特雷亚（伊希娅·博拉茵 Icíar Bollaín 饰）已经是一个15岁的大姑娘了，随着年岁的增长，父亲的形象也在慢慢的产生着变化。时常紧蹙的眉头表明着奥古斯汀的脆弱和阴郁，秘密情人的暴露甚至让他失掉了作为一个丈夫最起码的忠诚。埃斯特雷亚将这一切都看在眼里，诸多的问题萦绕在她的心头，但她并不急于发问，因为她明白，那一时刻迟早都会到来。©豆瓣"
755,756,8.3,冰海沉船,https://movie.douban.com/subject/1292890/,1292890,罗伊·沃德·贝克,1958,"肯尼思·莫尔,罗纳德·艾伦,罗伯特·艾尔斯,霍纳尔·布莱克曼","剧情,动作,历史",英国,"1958年拍摄的铁达尼号沉船灾难故事片旧版。
这是一部载入史册的影片；本片描写了1912年号称“世界之最”的英国豪华游轮“泰坦尼克”号的“处航”因撞冰山沉没的情景，真实而生动的刻画了不同身份、不同阶层的人物，以及在“泰坦尼克”号沉没过程中，他们所表现出来的各种精神面貌 。"
756,757,8.8,静谧的生活,https://movie.douban.com/subject/1300817/,1300817,苏赫拉布·沙希德·萨利斯,1974,,剧情,伊朗,扎根于社会、政治之上不可明言的故事，用客观的画面让观者自己去构建残酷的现实，以平淡的铺陈步步引向深刻的隐喻。叙事、画面，处处可见这位传奇导演对阿巴斯和马克马尔巴夫等追随者的影响。
757,758,8.1,草房子,https://movie.douban.com/subject/1302666/,1302666,徐耿,1998,"曹丹,杜源,吴琴琴,金荣喜",剧情,中国大陆,"一九六二年的一天早晨，一个文弱沉默的女孩儿在白发苍苍的外婆带领下，怯怯地走进了油麻地小学那一片黄灿灿草房子，也第一次走进了桑桑的视野——她们是来找桑桑的爸爸校长桑乔，想把女孩儿转到油麻地小学来读书，桑乔答应下来，从此，桑桑班上有了个名叫纸月的新同学。
纸月的到来，已开始就伴随着她的身世之迷，人们只知道她母亲生下她的父亲则一直在窃窃议论中若隐若现……可纸月纤弱文雅、善解人意，很快便得到了老师和同学们的喜爱，而桑桑更是时常做出一些莫名其妙又引人瞩目的举动来。这天，他突然心血来潮，穿着厚厚的大棉袄，在骄阳似火的操场上招摇起来，引起了众人的围观，正在得意之时，校园里出现了一道新的风景线，天生秃顶的同学秃鹤破天荒地戴着一顶白色的太阳帽走来了，大家的注意力一下子全被吸引了过去，满头大汗的桑桑反而被冷落在一边。
接着，学校又开始为全公社文艺会演排练节目，纸月顺利地当上了女主角，而满环信心的桑桑只充当了男主演的B角，A角偏偏又是桑桑一向不服气的班长杜小康。课间，杜小康们拉着纸月在温习节目，秃鹤等人跟在一边凑热闹，眼热的桑桑存心捣乱，一把摘掉了秃鹤的帽子，挂在高高的大风车上，引起了一阵轩然大波，爸爸桑乔勃然大怒，吓得桑桑没敢回家，在芦苇中的小船上躲了一夜，结果，桑桑被取消了参加全区小学校会操的资格。
被排除在会操行列外的还有秃鹤，原因是桑乔担心他那颗亮闪闪的秃头会影响会操队伍的齐整形象，同病相怜的两个人只能在后山上远远地看着洋溢着欢声笑语的校园。秃鹤长期以来被压抑的反抗性终于爆发了，他绝然地占据了挂着大红幅的主席台，眼看上级领导就要到了，情急中，班主任蒋老师只好答应他参加会操，条件是必须戴上一顶帽子没会操开始了，油麻地小学整齐的动作搏得了主席台上的频频点头，可校长桑乔终于没能笑到最后，队列中的秃鹤突然摘下帽子远远地扔去，一任他的秃头在阳光下滑稽地闪闪发亮，领操的女孩儿终于忍不住笑了起来，一时间，整个操场乱了起来，油麻地小学到底丢掉了连续两年的第一名。
秃鹤成功地还击了对他尊严的种种侵犯，可他付出的代价是同学们对他的进一步孤立：至于桑乔，他把为油麻地挽回荣誉的希望，全都寄托在文艺会演上了，可他的得意门生们在彩排中就被一片起哄声轰下台来，他们犯了一个小小的疏忽，演坏蛋的杨大秃瓢的王小小竟有一头浓密的黑发！而王父又绝不同意儿子象囚犯一样剃个光头。无奈中，桑乔只好打起儿子桑桑的主意，可桑桑又坚决不演坏蛋，正在这时，柳暗花明，蒋老师发现了一张纸条，秃鹤主动要求担任这个角色。
汇演如期进行，秃鹤不负众望，一出场就博得了满堂喝彩！而油麻地的另一个节目，由蒋老师和村姑白雀演出的《红菱船》却被迫撤下，原因是白雀的父亲她跟暗中相恋的蒋老师见面。于是，桑桑充当起一个新的角色，为蒋老师和白雀姐传递书信。终于有一次，桑桑不慎丢失了白雀姐的回信，而这信偏偏又十分重要，因为白雀父亲正催逼她嫁给别人。热恋中的双方都在苦苦等待着对方的回音，可桑桑偏偏没敢说出事情的真相，于是猜疑和失望越来越浓，终于白雀被迫坐上了大红花轿，把绵绵遗憾沉甸甸地留在了桑桑童稚的心头。
一桩偶然事件让爸爸桑乔走进了故事的中心，阿恕当众一语，石破天惊！桑乔是纸月的爸爸！一直若明若暗的纸月身世之谜似乎水落石出了，只有桑乔自己心中依旧坦然，依旧一如既往地关照着孤女纸月；不久，纸月相依为命的外婆过世了。从此，纸月一如她悄然出现一样，又悄然从油麻地消失了。
杜小康家境富裕，又是班长，一直是桑桑的明争暗斗的对象，最让孩子们垂涎的是，他还拥有油麻地唯一的一辆旧自行车。这一天，连桑桑都没能抵抗住，跟杜小康在麦场上骑起了自行车。累了，饿了，两人烧红薯吃，结果引起一场大火。翌日，当桑乔在全校大会上查找肇事者时，杜小康挺身而出勇敢地承担了全部责任，又一次无心地把桑桑置于悔恨交加的尴尬境地。不久，杜家出了事，家道中落，杜父大病一场，杜小康含泪辍学，跟着病弱的父亲离开油麻地去放鸭子、摆小摊，在生活的艰辛与贫困成熟起来，但他心里却时时刻刻都怀念着油麻地小学的桑桑们。
亲眼看见衣衫褴褛的杜小康在校门外摆小摊，桑桑心里很是难过，便偷偷把桑乔珍藏的奖品笔记本拿出来，为杜小康抄写课本。视荣誉胜过生命的桑乔不知就里，狠狠地揍了他一顿。一时间桑桑昏厥过去，其实桑桑真的病了，一场恶疾已悄然临身，使他也在同学们留恋的目光中离开了课堂。桑桑的病唤起了桑乔的舔犊之情，从此，这位好老师、好校长开始学着去做一个好爸爸，无论风里雨里，他背着儿子走遍城市乡村，求医问药，他发誓要让儿子的人生之路走得长长的……
上天不负有心人，终于，卖茶老人的一贴良药让桑桑生命之火重又燃烧起来。在中药店抓药时，桑桑意外地看见纸月被一个满脸慈爱的高个儿男人领上了远航船，桑桑认定，那男人一定是纸月真正的爸爸！他追叫着纸月，却又停下了脚步，眼看着那艘老轮船载着纸月和她的幸福走远了，这匆匆一瞥便是纸月给油麻地男孩桑桑留下的最后记忆……
获奖档案
获第四届国家图书奖（1999）。
中宣部“五个一工程”奖（1999）
宋庆龄文学奖金奖
电影《草房子》获第十九届金鸡奖最佳编辑奖、
一九九八年度中国电影华表奖
第八届金鸡百花奖 、最佳剧本奖
第4届童牛奖以及影评人奖、
第14届德黑兰国际电影节评审团特别大奖“金蝴蝶”
专家评论
高洪波（中国作协书记处书记、创联部主任）：
这部作品富有幽默感，我用一句话概括这部作品：水乡风情画，拳拳少儿心。
崔道怡（《人民文学》副主编）：
《草房子》就是当代中国之《爱的教育》。
樊发稼（中国社科院文学研究所研究员）：
读《草房子》真正是一种享受，是一种文学的享受、艺术的享受，是一种真、善、美的享受。
《人民文学》副主编肖复兴说“《草房子》是一首诗”"
758,759,8.4,无名英雄,https://movie.douban.com/subject/1301420/,1301420,斯蒂芬·弗雷斯,1992,"达斯汀·霍夫曼,吉娜·戴维斯,安迪·加西亚,琼·库萨克","喜剧,剧情",美国,"伯尼（达斯汀·霍夫曼 Dustin Hoffman 饰）是一名游手好闲的小偷，某天，一架飞机因为恶劣的天气而被迫降落，伯尼顺手帮助了一些受伤的乘客，但其实他此行的目的其实是想看看这里是否有利可图。之后，心中有鬼的伯尼匆匆离开了现场，可是，他的所作所为却深深的印在了女记者盖尔（吉娜·戴维斯 Geena Davis 饰）的眼中。
盖尔被伯尼这种“做好事不留名”的壮举深深地打动了，顺利抵达之后，她决定不惜一切代价找到这位无名英雄。约翰（安迪·加西亚 Andy Garcia 饰）是一名无所事事的流浪汉，他听闻了伯尼的义举，指望着能够冒名顶替捞点好处。约翰的这一诡计最终能够得逞吗？©豆瓣"
759,760,8.5,青青校树,https://movie.douban.com/subject/1303043/,1303043,扬·斯维拉克,1991,"Rudolf Hrusínský,Daniela Kolárová","喜剧,剧情,战争",捷克斯洛伐克,"1949年布拉格，解放不到一年的捷克人民正享受着来之不易的自由和快乐。10岁男孩艾达和好友汤达住在布拉格郊外的小镇上，这个年龄的孩子活泼、顽皮，他们所在的班级更是全校闻名的问题班。女教师马绍娃在这群坏小子的折磨下（Daniela Kolárová 饰）精神崩溃，头疼不已的校长（Rudolf Hrusínský 饰）只好请来曾参加过反法西斯抵抗组织伊戈尔•尼兹洛（Jan Triska 饰）担任他们的班主任。一身戎装且佩枪的伊戈尔严厉非常，但他的传奇经历却让坏小子们大为折服。当然，伊戈尔又并非不是人间烟火的完美英雄，见到美丽女子他的风流本性依然展露无疑……
本片荣获1994年葡萄牙奇幻国际电影节导演周荣誉奖、1991年捷克皮尔森电影节金翠鸟奖。©豆瓣"
760,761,8.4,跨跃彩虹,https://movie.douban.com/subject/1308436/,1308436,安振宇,2002,"李政宰,张真英","剧情,爱情",韩国,"因为车祸使得李尚俊（李政宰 饰）失去了部分的记忆。当他看着一张曝光多度的照片时，会触动了记忆的最深处。那是一张女孩子的脸，他的潜意识告诉自己将有一段十分重要的记忆与这名女孩有关，于是他请旧同学江咏仪（张真英 饰）帮他寻找这段记忆。
过程中两人感觉自己都回到了快乐的学生时代，那个女孩子应该是尚俊暗恋的对象。他们一步步了解了很多有关女孩的事，每次都以为真相就要面世了，却又再一次把结局添上神秘感。
尚俊终于把自己失去八年的回忆找回来了，包括那一名情人……©豆瓣"
761,762,8.1,哆啦A梦：大雄的大魔境,https://movie.douban.com/subject/1458891/,1458891,西牧秀夫 Hideo Nishimaki,1982,"大山信代,小原乃梨子,野村道子,立壁和也","科幻,动画,冒险",日本,一天，胖虎（立壁和也 配音）、小夫（肝付兼太 配音）和大雄（小原乃梨子 配音）三人在空地讲着有关密境和魔境的事情，胖虎和小夫希望能去密境去探险，就拜托大雄去求哆啦A梦（大山羡代 配音）帮忙。回家后大雄开始求哆啦A梦，哆啦A梦面对大雄的“撒娇”没辙，于是拿出了道具“家用人 造卫星”来寻找密境。正找着不亦乐乎之际，妈妈叫大雄出去买东西，再回来路上，见到了一只流浪狗，而回想起妈妈不准收养流浪宠物的家规，准备放弃之时，却因为帮助妈妈找回钱包，破例收养了。而他真实身份是保弯湖王国的保弯湖108世的儿子——昆佗克王子（清水マリ 配音），因为邪恶大臣达保兰的篡权，被迫流放外出。昆佗克王子趁着他们找寻密境之际，将自己回家的路线假装成探险路线给了大雄，探险路上又将会发生什么有趣的事情了，昆佗克王子能夺回自己的王位吗……©豆瓣
762,763,8.3,寂静人生,https://movie.douban.com/subject/10755367/,10755367,乌贝托·帕索里尼,2013,"埃迪·马森,琼安·弗洛加特,Karen Drury,安德鲁·巴肯",剧情,英国,"Billed as a poignant, quixotic tale of life, love and the afterlife, it details the story of a case worker who looks for relatives of those found dead alone."
763,764,8.4,雌雄莫辨,https://movie.douban.com/subject/1293529/,1293529,布莱克·爱德华兹,1982,"朱莉·安德鲁斯,Roxane Barlow,Michael-Demby Cain,詹姆斯·加纳","歌舞,爱情,喜剧",英国,在三十年代的巴黎，一名落魄的女歌星在饥寒交迫之下假扮男人，并得到在舞台上以人妖姿态表演的同性恋男子指点，决定剪短头发扮成人妖在夜总会演出，不料大受欢迎，甚至得到一名黑社会头子的垂涎。朱莉．安德鲁斯在她的导演丈夫布莱克．爱德华兹指导之下，演出了一部相当精彩的性倒错喜剧，跟 同类作品《窈窕淑男》有异曲同工之妙。全片具有相当浓厚的欧陆怀旧色彩，在搞笑之余维持了极高的艺术品味。扮人妖的罗伯特．普雷斯顿和黑社会头子詹姆斯．加纳均表演精彩。
