,number,rate,title,url,id,directors,year,actors,type,countries,summary
0,1,7.4,需要你！小美兮,https://movie.douban.com/subject/26977230/,26977230,金九晋,2017,"吉媤恩,徐智勋","剧情,喜剧,爱情",韩国,相貌平平的21岁女孩敬丹，从十年前就对自己的好朋友，帅帅的联宇一见钟情。由于对自己的外表不自信，敬丹始终没有勇气向联宇告白。然而，还有三个月联宇就要出国了，敬丹能在这期间改变自己吗？身边的女神朋友，会成为两人的助推还是阻碍？
1,2,6.4,雪崩行动,https://movie.douban.com/subject/25939432/,25939432,马特·约翰逊,2016,"马特·约翰逊,欧文·威廉姆斯,乔希·博尔斯,贾里德·拉伯","喜剧,惊悚",美国,"1967 年,四位 CIA 探員以拍攝紀錄片的名義,欲揭穿 NASA 阿波羅計畫,卻意外將自己一步步推向凶險的邊際。「阿波羅登月」被認為是美國最大的陰謀之一,不少人相信阿姆斯壯根本沒有踏上月球,導演以偽紀錄片形式讓觀眾親臨這段爭議歷史,更將正在拍《2001 太空漫遊》的庫柏力克也拉進陰謀論的說法裡。玩弄真實與虛構的界線,暗藏對冷戰時期的嘲諷。"
2,3,6.2,金刚：骷髅岛,https://movie.douban.com/subject/26309788/,26309788,乔丹·沃格特-罗伯茨,2017,"汤姆·希德勒斯顿,布丽·拉尔森,塞缪尔·杰克逊,约翰·古德曼","动作,奇幻,冒险",美国,"上世纪70年代，一支集结了科考队员、探险家、战地摄影记者、军人的探险队，冒险前往南太平洋上的神秘岛屿——骷髅岛。他们的到来惊扰了岛上之神——史上最大金刚。经过一番惨烈的激战之后，探险队员散落在了岛屿各处。此时，队员们才意识到这次探险并不是一次单纯的科考任务，而是去探索怪兽存在的证明。
在这片与世隔绝、危险密布的丛林，无数怪异的史前生物暗藏其中，时刻威胁着他们的生命。队员们还遇到了神秘的原始部落，金刚的身世和其守护岛屿的原因也被逐渐揭开，原来，恐怖阴森的骷髅岛上还蛰伏着更凶狠残暴的怪兽……"
3,4,5,夜色撩人,https://movie.douban.com/subject/26425075/,26425075,夏钢,2017,"王千源,余男,南宫珉,潘斌龙",剧情,中国大陆,芥子（余男 饰）与丈夫钟桥北（南宫珉 饰）是一对年轻的成功人士，某夜家中发生抢劫，身为丈夫的钟桥北没能保护妻子，从此平静的生活被打破。
4,5,6.6,老么,https://movie.douban.com/subject/26800977/,26800977,马大允,2017,"李枖原,郑满植,李絮,郑俊荣","喜剧,家庭",韩国,"这一家里有三口人，分别是没有正经工作、不懂事的长子成浩，装得挺像回事、结果啥也不行的二姐秀景，没有任何才华、光有外表的老三珠美。
某天在三口人面前突然出现了一个长得完全不像却据说有血缘关系的老幺——五乐。乱糟糟的三兄妹还不够，居然莫名其妙地变成了一家四口。
秀景把乐儿推给成浩，本以为乐儿就是一个大累赘，却没有想到他是解决一件惊天大事的唯一线索……"
5,6,5.6,花芯,https://movie.douban.com/subject/26757826/,26757826,安藤寻,2016,"村川绘梨,林遣都,安藤政信,藤本泉","剧情,情色",日本,父母之命，媒妁之言。园子（村川绘梨饰）嫁给了青年雨宫（林遣都 饰），婚后虽然生下孩子，可是园子对丈夫却没有半点儿依恋之情。不久，雨宫因工作原因带着园子搬到京都居住。借此机缘，园子邂逅了丈夫的上司越智（安藤政信饰）。她喜欢上这个潇洒得体的男性，而对方似乎也对其抱有好感。踟蹰犹豫都无法阻挡爱的脚步，不久他们便跨越了那条界限……
6,7,7.3,藤田嗣治,https://movie.douban.com/subject/25994698/,25994698,小栗康平,2015,"小田切让,中谷美纪,安娜·吉拉多特,玛丽·克雷默","剧情,传记",日本,在1920年代的巴黎，日本艺术家藤田嗣治为这城市所爱，他对于裸体女人的独特诠释折服了整个蒙帕尔纳斯艺术圈，他与凡东根、奇斯林、毕加索、蒙迪里阿尼等艺术大师私交甚笃，他的生活可谓多姿多彩，在二战的时候，他回到了祖国日本，他的生活与信仰被战争击碎了，他与自己的妻子隐居在日本北部小城青森，在乡下躲避战争，他也发现一个他从未了解的日本。
7,8,5.5,爆头：全面突袭,https://movie.douban.com/subject/26713424/,26713424,提莫·塔哈亚托,2016,"格尼德拉·毕摩,朱莉·埃斯特尔,戴维·叶诚万,切尔西·艾斯兰","剧情,动作,惊悚",印度尼西亚,一名重伤失忆男子，在实习女医生艾琳的悉心照护下恢复意识，什么也想不起来的他看见艾琳正在阅读《白鲸记》，决定将“以实玛利”当作自己的姓名。艾琳用尽心力要帮助他恢复记忆，朝夕相处的两人也逐渐发展出超乎一般医病的关系。而此时过去的黑暗席卷而来，黑帮绑架艾琳，唯有恢复记忆才能救出挚爱。
8,9,5.2,如果有荆棘,https://movie.douban.com/subject/26364085/,26364085,南茜·萨沃卡,2015,"海瑟·格拉汉姆,瑞秋·卡帕尼,詹森·刘易斯,曼森·库克",剧情,加拿大,时间来到1980年，克里斯托弗与妹妹凯茜在遥远的小城与儿子乔里和巴特过着平静的新生活，但是这平静却即将被打破。因为身材矮小常被欺凌的巴特性格孤僻，偶然间他和哥哥闯入了隔壁的房子，认识了新搬来的陌生黑衣蒙面女人。而种种迹象却表明，这个人与他的家庭和他的出身有着千丝万缕的联系，在巴特不断的追问之下，掩盖已久的谜团在一点点被这个女人揭开……
9,10,7,无限商社2016：危机的公司职员,https://movie.douban.com/subject/26877415/,26877415,张恒俊,2016,"刘在石,郑俊河,河东勋,朴明秀",剧情,韩国,"MBC综艺节目《无限挑战》""无限商社2016-危机的公司职员""将会在中秋的时候以特辑的形式公布第1、2部，届时观众们能够看到更多背后的制作花絮故事。那么无限商社什么时候播出，哪一位成员的演技最好呢？
此前，《无限挑战》全员参与、BigBang成员G-Dragon、李帝勋等人友情加盟拍摄的《无限商社》首播。权志龙从2011年7月《高速公路歌谣祭》开始就和《无限挑战》结下缘分，之后并连续出演《高速公路歌谣祭》。同时在2013年播出的《无限挑战-无线商社》中隐藏自己的身份，饰演社长儿子的一角，搞笑的演技引发观众爆笑。"
10,11,7.1,无处为家,https://movie.douban.com/subject/26843352/,26843352,梅肯·布莱尔,2017,"梅兰妮·林斯基,伊利亚·伍德,大卫·佑,简·拉维","犯罪,惊悚",美国,"故事的开始对于康复中心护士助理露丝来说是非常糟糕的一天。在遇到了一连串的奇葩倒霉事之后，露丝回到家中，发现家被歹徒破门而入洗劫了一番。正在服用抗抑郁药物的露丝，到了濒临崩溃的边缘，在闺蜜的安慰中勉强坚持了一夜。清晨从闺蜜家回到家时正好抓到每天让狗狗在自己院子方便的遛狗人托尼（伊利亚·伍德饰）。一番理论后还是不了了之。正在露丝郁闷之时，自己的手机追踪到了自己丢失的笔记本电脑。警察却以人手不足为由，拒绝出警。无奈之下，露丝只好向托尼求助，托尼决定带上流星锤，忍者飞镖和露丝一同前往。本来一桩小小的入室盗窃案，渐渐失控，发展到血流成河的暴力事件。
本片获得今年2月份圣丹斯电影节评审团大奖。@秀山鲤鱼"
11,12,7.3,暗金丑岛君3,https://movie.douban.com/subject/26788943/,26788943,山口雅俊,2016,"山田孝之,绫野刚,本乡奏多,白石麻衣",喜剧,日本,山田孝之 主演，真鍋昌平 漫畫改編，《暗金丑島君》， TBS確定7月推出「Season3」！並在秋天連續上映劇場版「暗金丑島君 Part3」與「暗金丑島君 The Final」。
12,13,6.1,沉睡的巨人,https://movie.douban.com/subject/26371550/,26371550,安德鲁·奇维迪诺,2015,"杰克逊·马丁,尼克·塞里诺,埃丽卡·布罗兹基,凯特琳·麦克拉彻","剧情,冒险",加拿大,"Teenager Adam is spending his summer vacation with his parents on rugged Lake Superior. His dull routine shatters when he befriends Riley and Nate, smart aleck cousins who pass their ample free time with debauchery and reckless cliff jumping.  The revelation of a hurtful secret triggers Adam to set in motion irreversible events that test the bonds of friendship and change the boys forever."
13,14,6,夏美的萤火虫,https://movie.douban.com/subject/26689410/,26689410,广木隆一,2016,"有村架纯,工藤阿须加,渊上泰史,村上虹郎",剧情,日本,影片由森泽明夫同名小说改编：立志成为摄影师的夏美，来到曾与父亲欣赏过萤火虫的森林寻找萤火虫，在这里夏美结识了经营杂货铺的安奶奶和地藏爷爷。两位老人教会了她很多和自然相处之道……
14,15,5.3,女劫,https://movie.douban.com/subject/26312104/,26312104,罗克珊·本杰明,2017,"娜塔莉·布朗,乔纳森·沃顿,彼得·达莰哈,佩顿·甘乃迪",恐怖,加拿大,"XX is a new horror anthology with a gender twist - all segments will be helmed by female directors and will star female leads. The directors have been given free creative rein within budget and time constraints, but all of the segments themselves will involve the horror genre."
15,16,8.1,我去哪儿？,https://movie.douban.com/subject/26700276/,26700276,热纳罗·努基阿德,2016,"切柯·扎罗内,埃莉奥诺拉·吉奥瓦纳迪,索尼娅·贝加马斯卡,毛里齐奥·米凯利",喜剧,意大利,意大利2016年票房奇迹。意大利著名喜剧演员凯科·扎罗内的作品第四部曲。38岁青年凯科·扎罗内实现了自己生活中所有的梦想：和父母一起生活避免独立生活的花销，和女朋友持续交往避免婚姻和家庭的责任，狩猎与垂钓许可办公室的铁饭碗工作避免工作风险，这些他都做到了，他的生活轻松得让人嫉妒，连老天爷也看不过眼了..
16,17,6.7,共助,https://movie.douban.com/subject/26616145/,26616145,金成勋,2017,"玄彬,柳海真,金柱赫,张荣男",动作,韩国,"朝鲜一座国家秘密工厂对美元的仿制度超过了百分之九十九，朝鲜特种部队首长车奇成，在之前的行动失去了妻子，因而对国家产生不满，决定带领一众手下脱北出逃。并且在走之前要抢走工厂最宝贵的伪钞模板。车奇正的手下，一个行动小组的组长林哲令（玄彬饰）率领自己的组员，与车奇正一伙发生了激烈交火。最后除林哲令一人幸存，其余工人和保安人员全部被杀害，其中就包括林哲令的妻子。
朝鲜军政高层下令必须将伪钞模板追回，而林哲令也下定决心天涯海角也要追杀车奇正为妻报仇。朝鲜情报部门得到情报，车奇正出逃之后，辗转中国几座城市最终逃到了韩国首尔。朝鲜军界高层借南北高层会谈之际，以随从身份带林哲令一同前往首尔，并通知韩国警方展开一次共助行动，一起抓捕车奇正。韩国警方对车奇正的真实身份和朝鲜官方的实际目的一无所知，于是派出打酱油的刑警姜镇泰(柳海真饰）协助林哲令，实则敷衍和监视朝方行动。此时车奇正和原朝鲜特种部队的手下已经全部偷渡到了首尔，敌强我弱力量对比悬殊，看似不可能完成的共助行动就此展开。@秀山鲤鱼"
17,18,6.8,幽灵男孩,https://movie.douban.com/subject/7065143/,7065143,让-卢普·费利乔利,2015,"埃德瓦·贝耶,让-皮埃尔·马里埃尔,奥黛丽·塔图,杰基·贝约尔","犯罪,动画,奇幻",法国,"一位重病多年小男孩，在灵魂出窍之后踏上抗击犯罪的冒险之旅。
《幽灵男孩》延续了《猫在巴黎》探索城市的初衷，男孩的幽灵如风一般穿过纽约的街道楼宇，窥视着城市中生活百态，以柔和的色调勾勒出纽约的阴暗与浪漫。然而，释放病痛的自由惬意瞬间被横行霸道的黑帮罪犯残忍破坏，于是他向警方伸出援手，拯救自己的城市。via.张咏轩Wayne"
18,19,6.5,灵魂纸扎店,https://movie.douban.com/subject/26939209/,26939209,朱滢心,2016,"葛铮,爱菲儿,裘斯","爱情,悬疑,惊悚",中国大陆,拥有不死之身的阴阳眼女孩小安白天经营纸扎店，晚上折纸烧给游魂野鬼帮助他们了却心愿投胎。百鬼缠身的小安，送走了无数野鬼，却常年被厉鬼全德喜纠缠。为了送走全德喜，小安心生一计，想把意外结识的单纯男孩苏晋送给全德喜，以了却其心愿。在送走厉鬼全德喜的过程中，渐渐抽丝剥茧出一件跨越百年的爱恨纠葛，同时也找出了她自己的身世之谜。到底小安为什么会不生不灭不死？到底全德喜为什么会一直纠缠小安？最后小安、全德喜和苏晋三人的命运如何？
19,20,7.9,二十世纪女人,https://movie.douban.com/subject/26389928/,26389928,迈克·米尔斯,2016,"安妮特·贝宁,艾丽·范宁,格蕾塔·葛韦格,比利·克鲁德普","剧情,喜剧",美国,故事背景设定在1979年，讲述安妮特·贝宁饰演的母亲在奋力抚养自己的青少年儿子，突然遇到从二十世纪来的两位女性，分别由格蕾塔·葛韦格和艾丽·范宁扮演。影片由A24发行，今年12月北美上映。
20,21,7.2,一路顺风,https://movie.douban.com/subject/26769480/,26769480,钟孟宏,2016,"许冠文,纳豆,戴立忍,吴中天","剧情,喜剧,犯罪",台湾,"出租车司机老许碰上无赖运毒客纳豆，两人一路南下，发生接连不断的疯狂意外……
一路顺风是一个祝福，也是一种期待。但是一条长长的人生路，哪有可能顺风到底，常常转个弯，风向就变了。在人生短短的一条路上，能重拾我们遗忘的风景，或是拾回一点点，我们身为人曾经拥有的情感。"
21,22,6.6,反情色,https://movie.douban.com/subject/26856907/,26856907,园子温,2016,"富手麻妙,筒井真理子,不二子,小谷早弥花","剧情,情色",日本,"电影公司「日活」创业百年，最具代表性的一个品牌，是在七、 八十年代风靡一时的「粉红映画」（日文叫Roman Porno，海外称之为Pink Movie），亦即是浪漫化的成人电影。今年适逢「粉红映画」诞生四十五周年，「日活」特别筹划了「Roman Porno Reboot」计划，找来园子温、行定勳、中田秀夫、盐田明彦、白石和弥五位名导操刀，各拍一部粉红片。五人要跟足过往的游戏规则：每十分钟要有一场情慾戏、片长必须在七十至八十分钟之间、一律只有很低的製作费、要一星期内完成拍摄，其他一切自由发挥。结果证明五位导演不但玩得起，而且还玩得极有一手。
盐田的《湿濡的女人》最先曝光，重新演绎「粉红」经典《湿濡的恋人们》，讲野性少女在海边故意湿身，然后贱价卖身给路过的男人。白石执导的《雌猫们》同样向经典《雌猫们之夜》致敬，新版搬到池袋街头上演，讲在网吧打趸的难民、单亲妈妈和不育人妻在夜间浪荡的性活动。行定勳的《撩乱的裸舞曲》则是原创故事，谐星板尾创路演脑闭塞导演，陷入了女色陷阱，搞到身败名裂。《午夜凶铃》导演中田秀夫初战成人世界，打动了九十后女优飞鸟凛全裸演出女同志故事《白百合》。向来出位的园子温就尽展其反叛本色，以毒攻毒，用色情反色情拍了《Antiporno》，找来前AKB成员富手麻妙首次全裸主演。
「粉红映画」之所以留名几十年，是因为「淫」得有道，成本低但剧本扎实，而且是当时年轻新导磨练技艺的修罗场，《礼仪师》奥斯卡导演泷田洋二郎、《谈谈情，跳跳舞》的周防正行、《死亡笔记》的金子修介、《后乐园》已故导演森田芳光等大导出道时都拍过粉红片。停产了廿八年的粉红系列今次一口气推出五片，别具意义，将陆续于十一月底起在日本上映。"
22,23,7.4,跆拳道,https://movie.douban.com/subject/26781921/,26781921,马可·伯格,2016,"加布里埃尔·爱泼斯坦,卢卡斯·帕帕,尼古拉斯·巴索夫,弗朗西斯科·贝尔坦","剧情,同性",阿根廷,Fernando正跟好友们于布宜诺斯艾利斯的乡效渡假，全男班的假期，全部谢绝女朋友。清一色的兄弟班，自然能够畅所欲言，由性经谈到感情经，由现在谈到未来，乜水都可以吹一餐。晒下太阳游下水，半祼饮酒冇有怕。一次，Fernando邀请了跆拳道班的同学加入他们，谁不知这位同学喜欢的是男生。当他来到这个全男班的环境后，这帮男生的关係顿时起了变化。
23,24,7.9,杀戮都市：O,https://movie.douban.com/subject/26666177/,26666177,佐藤敬一,2016,"小野大辅,市道真央,郭智博,早见沙织","动作,动画",日本,根据漫画《杀戮都市》改编的全3DCG电影正式确定名字为《GANTZ:O》，将于10月14日在日本上映。 《杀戮都市》 全3D CG动画电影《杀戮都市》已定名《GANTZ:O》，影片改编自漫画家奥浩哉的同名代表作。漫画自2000年6月开始连载至今，单行本销量已经累计突破近千万册，并 先后推出过动画和游戏。还曾推出真人电影，由二宫和也和松山健一联合出演。而此次曝光的全3DCG动画电影《GANTZ:O》已定档10月14日在日本上映。 《GANTZ:O》是以原作“大阪篇”为基础。原作《都市杀戮》讲述了高中生玄野计和加藤胜在救人时双双领了作者发的便当，然后被传送到一间神秘的密室。吉祥物黑球指示死去的人获得重生，但代价是完成杀怪任务——因此他们每天都要遇到葱星人与铃木星人、佛像星人、矮子星人、恐龙星人等等奇怪的外星人，展开不是你扑倒我就是我扑倒你的剧情。
24,25,5.5,亡命雷区,https://movie.douban.com/subject/26600428/,26600428,法比奥·古阿廖内,2016,"阿米·汉莫,安娜贝拉·沃丽丝,汤姆·库伦,朱丽叶特·奥布瑞",惊悚,美国,影片讲述两名狙击手在阿富汗执行暗杀任务，但结果行动失败，两人于荒漠逃亡，没想到同伴误入地雷区，触雷身亡。到回过神来的时候，自己亦同样踏入雷区。暴露在了荒无人烟的巨漠中，面对缺水缺粮、曝晒、沙尘暴，稍一不慎亦会失去生命。在心理生理都受到严峻的考验，他将会如何做呢？
25,26,8.4,西葫芦的生活,https://movie.douban.com/subject/24860289/,24860289,克劳德·巴拉斯,2016,"加斯帕德·施拉特,西斯汀·穆拉特,波林·雅库,米歇尔·维耶尔莫",动画,瑞士,孤儿院里，西葫芦刚开始总被学校的痞孩子Simon戏耍，最后他们成为最好的朋友。孤儿院来了一个新伙伴Camille，西葫芦爱上了她。最后西葫芦和Camille都被可爱的警察收为自己的儿女。
26,27,6.7,救命解药,https://movie.douban.com/subject/26363201/,26363201,戈尔·维宾斯基,2016,"戴恩·德哈恩,詹森·艾萨克,米娅·高斯,伊沃·南迪","悬疑,惊悚",美国,这部二十世纪福斯的影片源于维宾斯基和编剧贾斯汀·海瑟（《革命之路》）的一个原创想法，讲述了一个雄心勃勃的年轻主管（戴恩·德哈恩饰）被遣往瑞士阿尔卑斯山，从一个神秘的“健康中心”把他公司的CEO接回来。在这个遥远之地，他很快发现这里的温泉治疗另有玄机。
27,28,6.6,柏林孤影,https://movie.douban.com/subject/25887265/,25887265,文森特·佩雷斯,2016,"艾玛·汤普森,丹尼尔·布鲁赫,布莱丹·格里森,米卡埃尔·佩斯布兰特","剧情,传记,历史",德国,"本片由法国家喻户晓的俊男级跨界导演文森特-佩雷斯执导。1964年出生的佩雷斯，在上世纪80、90年代曾红极一时，主演的经典作品包括了《芳芳》《玛戈皇后》等等。佩雷斯很早就显示出了导演方面的才华，1992年和1999年有两部作品入围了戛纳国际电影节的短片单元。2002年，佩雷斯拍出了长片处女作《天使的肌肤》，2007年又执导了《秘密》。本片是佩雷斯投资规模最大，也是第一次入围A类国际电影节主竞赛单元的作品。
《柏林孤影》的故事发生在上世纪40年代的柏林。工人阶级夫妇奥托和安娜把自己唯一的独生子送上了战场。不幸的是，儿子在惨烈的战争中身亡。这对夫妇决定用自己的方式反抗纳粹党的极权统治。很快，他们的行动被发现，受到了盖世太保的追捕和威胁。这部以小视角反映大主题的二战题材电影，吸引了不少重量级明星参演。曾以《霍华德庄园》获得奥斯卡最佳女主角奖的英国演技派女演员艾玛-汤普森，出演一个伤心的母亲；曾以《杀手没有假期》获得金球奖最佳男主角提名的布莱丹-格里森，扮演坚强的父亲。曾在《再见列宁》中大放异彩，并以《极速风流》艳惊好莱坞的丹尼尔-布鲁赫，将和两大老戏骨飚戏。"
28,29,5.7,监禁风暴,https://movie.douban.com/subject/26636166/,26636166,余庆,2016,"麻郡宜,高腾","犯罪,惊悚",中国大陆,"寻常的夜晚，城市街头一如往常。应召女郎张小青在一次工作时遇上了一个奇怪的客人李牧，她意识到这个男人和之前的应召女郎连环失踪案有关，自己却无力逃脱。
表面文质彬彬的李牧将张小青捆绑强暴之后囚禁在一个废弃澡堂里。这时张小青才知道她并不是第一个被李牧囚禁的女孩，澡堂里还住其他三个女孩，这里俨然是一个变异的家庭。那些已经在这里呆了很长时间的女孩早已适应甚至享受着这里的生活，而新来的张小青断然无法理解和接受这样的命运，她一直无效的嘶喊挣扎着。
李牧先后用上囚禁、禁食、威胁等手段，慢慢从身体到内心彻底的摧毁了张小青的防线。张小青开始顺从随李牧出街接客，和澡堂里其他女孩欢声笑语打成一片，甚至对李牧产生了复杂的情感。而她内心深处一直没忘记寻找逃出恶魔掌心的一丝机会……"
29,30,6.4,血浓于罪,https://movie.douban.com/subject/25831286/,25831286,亚当·史密斯,2016,"迈克尔·法斯宾德,布莱丹·格里森,西恩·哈里斯,罗里·金奈尔","剧情,动作,犯罪",英国,该片讲述的Chad Cutler(迈克尔·法斯宾德)想要脱离自己的黑帮家族的故事。这是英国导演Adam Smith的首部故事长片，2014年开拍。
30,31,6.6,恶魔蛙男,https://movie.douban.com/subject/26661608/,26661608,大友启史,2016,"小栗旬,尾野真千子,野村周平,大森南朋","剧情,犯罪,惊悚",日本,影片根据巴亮介的同名惊悚漫画改编，漫画2013年连载于《YOUNG MAGAZINE》上，因充斥恐怖暴力元素而赢得广泛关注，同时在围绕电影化权的争夺战上也成为一度的话题。故事讲述了警视厅搜查一课的刑事泽村久志（小栗旬 饰）担当调查仅在雨中发生的连环猎奇杀人案，在犯罪现场留下秘一般的信息以及似乎以被发现为前提的尸体顺藤摸瓜发现了头戴青蛙面具的犯罪嫌疑人“蛙男”的存在，为解开事件背后犯人的目的，泽村被逼入绝境与其展开周旋与对抗。
31,32,6.5,青空呐喊,https://movie.douban.com/subject/26683352/,26683352,三木孝浩,2016,"土屋太凤,竹内涼真,叶山奖之,堀井新太",剧情,日本,小野和大介约定，为了应援棒球部冲击甲子园，加入吹奏乐团为棒球队员大介加油，二人各自经历挫折，最终找到自我。
32,33,5.6,别挂电话,https://movie.douban.com/subject/26385109/,26385109,达米恩·马塞,2016,"西耶娜·盖尔利,加勒特·克莱顿,格雷格·萨克因,贝拉·戴恩","惊悚,恐怖",英国,An evening of drunken prank calls becomes a nightmare for a pair of teenagers when a mysterious stranger turns their own game against them...with deadly consequences.
33,34,6.9,疯爱,https://movie.douban.com/subject/26375417/,26375417,保罗·维尔奇,2016,"瓦莱丽亚·布诺妮-泰特琪,米凯叶拉·拉玛佐第,瓦伦蒂娜·卡妮卢提,Sergio Albelli","剧情,喜剧",意大利,"比阿特丽斯是一个胡话连篇的人，自称是一个与世界各国的大咖有密切往来并有亿万财产的伯爵夫人。唐纳特拉是一个安静的纹有纹身的女人，禁锢在自己的神秘里无法自拔。她们都是精神病人，在精神病院里遭受软禁。
保罗维尔奇这部新片讲述了她们之间出乎意料的友谊，和在逃离精神病院的冒险过程中这两个疯子不断在这个露天的所谓正常人的世界里寻求乐趣和爱的故事"
34,35,7.1,否认,https://movie.douban.com/subject/26377047/,26377047,米克·杰克逊,2016,"蕾切尔·薇兹,汤姆·威尔金森,蒂莫西·斯波,安德鲁·斯科特","剧情,传记,历史",美国,《否认》由米克·杰克逊执导，改编自黛博拉·利普斯塔特的自传小说，讲述作者因称右翼英国作家大卫·艾文为“犹太大屠杀否认者”，而遭对方控诉的法庭交战。
35,36,6.2,顽石之拳,https://movie.douban.com/subject/6034028/,6034028,乔纳森·加库波维兹,2016,"埃德加·拉米雷兹,罗伯特·德尼罗,亚瑟·雷蒙德,卢宾·布雷兹","剧情,传记,动作",巴拿马,《顽石之拳》讲述的是巴拿马传奇拳击手罗伯特·杜兰（埃德加·拉米雷兹[Edgar Ramírez]饰）和他的教练雷·阿塞尔（罗伯特·德尼罗[Robert De Niro]饰）背后的故事。他们改变了彼此的生活，铸就了一段动人传奇。故事发生在拳击运动的黄金时代，杜兰跻身世界顶级拳击手之列，更打败了苏格‧雷‧伦纳德、托马斯·赫恩斯、马文·哈格勒等顶级拳击手，创下了119场比赛103胜的傲人成绩。然而，若是没有雷·阿塞尔助他一臂之力，他在拳击场内外的生活又怎会如此一帆风顺。
36,37,6.7,美国牧歌,https://movie.douban.com/subject/3056302/,3056302,伊万·麦克格雷格,2016,"伊万·麦克格雷格,詹妮弗·康纳利,达科塔·范宁,彼得·里格特","剧情,犯罪",美国,影片改编自菲利普·罗斯的《美国三部曲：美国牧歌》，讲述了一个生活看似完美的犹太企业家塞莫尔·利沃夫因女儿在反越战浪潮中的恐怖主义行为而遭遇毁灭的故事。
37,38,7.7,推销员,https://movie.douban.com/subject/26679552/,26679552,阿斯哈·法哈蒂,2016,"沙哈布·侯赛尼,塔兰涅·阿里多斯蒂,巴巴克·卡里米,法里德·萨贾蒂·侯赛尼","剧情,悬疑",伊朗,"尹麦德（沙哈布·侯赛尼 Shahab Hosseini 饰）是学校里教授文学的老师，同时，他和妻子蕾娜（塔兰涅·阿里多斯蒂 Taraneh Alidoosti 饰）一起在剧团里表演话剧，夫妻两人感情十分深厚。某日，两人所住的房子成为了危楼，随时都有倒塌的危险，无奈之下，尹麦德和蕾娜只得临时找了另一个住所，匆匆入住。
某日，蕾娜提前回到家中，不想遭到了陌生男子的袭击晕倒在浴室之中，愤怒的尹麦德根据罪犯遗漏的车钥匙找到了一辆小货车，一路尾随至面包店。最终，尹麦德找到了罪魁祸首巴巴克（巴巴克·卡里米 Babak Karimi 饰），却发现他当时亦只是一念之差走错了路，并且对自己的所作所为充满了愧疚。尹麦德要求巴巴克在自己的妻子和儿子面前坦白罪行，没想到却酿成了所有人都无法承受的惨痛后果。©豆瓣"
38,39,7.4,王者,https://movie.douban.com/subject/26410593/,26410593,韩在林,2017,"赵寅成,郑雨盛,裴晟祐,金雅中","剧情,犯罪",韩国,全罗南道木浦家途不幸环境中的“朴泰洙”（暂音译 赵寅成饰）成长为一介好事之徒。高中时期目睹偷盗行为的父亲被检察施暴，体悟到权力与力量的重要。虽然奋斗爬上检察官一职，但毫无背景与根基无异于普通上班族。期间了解到权力中心人物检察官“韩强植”（暂音译 郑雨盛饰）并归其麾下。木浦的同乡朋友“崔斗日”（暂音译 柳俊烈饰）帮助其不断扩展势力，然而成功真的如他们所愿一路畅通？金义城饰演组织头目“金应修”（音译），金雅中饰演富家女出身，费心辅助丈夫“朴泰洙”跻身上流社会的“尚熙”（音译），“朴泰洙”其父由郑成模饰演，其妹由郑恩彩饰演。同时黄胜妍，李珠妍也将参演其中。
39,40,7.1,三枪隐情,https://movie.douban.com/subject/26772006/,26772006,达蒙爪·苏雷什·德赛,2016,"阿克谢·库玛尔,伊利亚娜·狄克鲁兹,伊莎 季普拉,马诺杰·巴杰帕伊","剧情,犯罪,惊悚",印度,"军功卓著的海军副舰长鲁斯特中校（阿克谢·库玛尔饰）在执行为期半年的出海任务，临近尾声时按照司令部的指示提前返回孟买，惊讶地发现他那美丽绝伦的妻子辛西娅（伊莱亚娜·狄克鲁兹饰）竟然与好友维克拉姆（阿然·巴杰瓦饰）有染，怒火中烧的鲁斯特匆匆离家，回到军舰领取了一支手枪，来到维克拉姆家，随着三声枪响，维克拉姆倒在血泊之中。
在检察官罗伯、维克拉姆的妹妹普瑞缇的眼中，本案证据确凿，已成铁案；在媒体人眼中，本案是炒作宝库，赚钱良机；在民众眼中，鲁斯特事出有因，维克拉姆死有余辜。在庭辩的唇枪舌剑中，无人料到其后竟然藏有涉及国家安全的重大内幕……"
40,41,6.4,葛城事件,https://movie.douban.com/subject/26639072/,26639072,赤堀雅秋,2016,"三浦友和,南果步,新井浩文,若叶龙也",剧情,日本,"郊外的某户人家，经营五金店的男主人葛成清（三浦友和 饰）原本和妻子伸子（南果步 饰）拥有幸福的家庭。但不知从何时起，葛城一家渐渐偏离了原有的轨道。长子阿保（新井浩文 饰）听话好学，按照父亲的一员成为商品社会的一员，但是他却无法妥善处理人际关系，内心郁结压抑，渐次走向既定的悲哀结局。次子阿稔（若叶龙也 饰）从小被拿来和哥哥比，内心卑微抗拒。父亲望子成龙，然而个性强硬，让妻儿子女感受到前所未有的压力。直到某天，压抑到极点的阿稔大爆发，酿成了震惊社会的大事件，这无疑加快了葛城一家崩溃的速度……
本片荣获第8回TAMA电影节最佳男主角奖（三浦友和）和最佳新人奖（若叶龙也）。©豆瓣"
41,42,6.4,无名女孩,https://movie.douban.com/subject/26374586/,26374586,让-皮埃尔·达内,2016,"阿黛拉·哈内尔,杰瑞米·雷尼耶,奥利弗·古尔迈,托马斯·多雷","剧情,犯罪,惊悚",比利时,Jenny是一名年轻的普科医生。一天晚上，在诊所关门后，她听到敲门声却没有开门。第二天，她听说警察在距离诊所不远处，发现了一具身份不明的年轻女孩的尸体。
