1.0,4.0,559.0,7.9,25726614,2.915492957746479,"['1999:1', '2012:1', '2006:1']"
2.0,3.0,559.0,7.9,25726614,3.6,"['1999:1', '2012:1', '2006:1']"
5.0,5.0,559.0,7.9,25726614,3.9,"['1999:1', '2012:1', '2006:1']"
8.0,4.0,559.0,7.9,25726614,3.8333333333333335,"['1999:1', '2012:1', '2006:1']"
10.0,5.0,559.0,7.9,25726614,4.481481481481482,"['1999:1', '2012:1', '2006:1']"
38.0,4.0,559.0,7.9,25726614,3.4594594594594597,"['1999:1', '2012:1', '2006:1']"
39.0,3.0,559.0,7.9,25726614,2.9074074074074074,"['1999:1', '2012:1', '2006:1']"
41.0,5.0,559.0,7.9,25726614,3.2906976744186047,"['1999:1', '2012:1', '2006:1']"
42.0,5.0,559.0,7.9,25726614,3.9166666666666665,"['1999:1', '2012:1', '2006:1']"
43.0,3.0,559.0,7.9,25726614,3.2176470588235295,"['1999:1', '2012:1', '2006:1']"
44.0,3.0,559.0,7.9,25726614,3.3555555555555556,"['1999:1', '2012:1', '2006:1']"
45.0,2.0,559.0,7.9,25726614,3.8412698412698414,"['1999:1', '2012:1', '2006:1']"
47.0,3.0,559.0,7.9,25726614,3.4833333333333334,"['1999:1', '2012:1', '2006:1']"
49.0,3.0,559.0,7.9,25726614,2.921161825726141,"['1999:1', '2012:1', '2006:1']"
51.0,3.0,559.0,7.9,25726614,3.3684210526315788,"['1999:1', '2012:1', '2006:1']"
53.0,4.0,559.0,7.9,25726614,3.5294117647058822,"['1999:1', '2012:1', '2006:1']"
54.0,4.0,559.0,7.9,25726614,3.8823529411764706,"['1999:1', '2012:1', '2006:1']"
56.0,5.0,559.0,7.9,25726614,4.02,"['1999:1', '2012:1', '2006:1']"
58.0,4.0,559.0,7.9,25726614,3.689189189189189,"['1999:1', '2012:1', '2006:1']"
59.0,4.0,559.0,7.9,25726614,3.289473684210526,"['1999:1', '2012:1', '2006:1']"
61.0,5.0,559.0,7.9,25726614,3.6944444444444446,"['1999:1', '2012:1', '2006:1']"
62.0,2.0,559.0,7.9,25726614,3.588235294117647,"['1999:1', '2012:1', '2006:1']"
63.0,3.0,559.0,7.9,25726614,3.6666666666666665,"['1999:1', '2012:1', '2006:1']"
71.0,3.0,559.0,7.9,25726614,3.4444444444444446,"['1999:1', '2012:1', '2006:1']"
72.0,4.0,559.0,7.9,25726614,3.4270833333333335,"['1999:1', '2012:1', '2006:1']"
75.0,2.0,559.0,7.9,25726614,3.52,"['1999:1', '2012:1', '2006:1']"
76.0,3.0,559.0,7.9,25726614,3.2023809523809526,"['1999:1', '2012:1', '2006:1']"
77.0,3.0,559.0,7.9,25726614,3.3225806451612905,"['1999:1', '2012:1', '2006:1']"
79.0,3.0,559.0,7.9,25726614,3.688311688311688,"['1999:1', '2012:1', '2006:1']"
80.0,4.0,559.0,7.9,25726614,3.208835341365462,"['1999:1', '2012:1', '2006:1']"
81.0,3.0,559.0,7.9,25726614,3.247191011235955,"['1999:1', '2012:1', '2006:1']"
82.0,2.0,559.0,7.9,25726614,2.6,"['1999:1', '2012:1', '2006:1']"
83.0,4.0,559.0,7.9,25726614,3.7857142857142856,"['1999:1', '2012:1', '2006:1']"
84.0,4.0,559.0,7.9,25726614,2.9545454545454546,"['1999:1', '2012:1', '2006:1']"
85.0,5.0,559.0,7.9,25726614,3.7666666666666666,"['1999:1', '2012:1', '2006:1']"
88.0,4.0,559.0,7.9,25726614,3.4408602150537635,"['1999:1', '2012:1', '2006:1']"
90.0,3.0,559.0,7.9,25726614,3.2435897435897436,"['1999:1', '2012:1', '2006:1']"
93.0,4.0,559.0,7.9,25726614,3.880952380952381,"['1999:1', '2012:1', '2006:1']"
98.0,4.0,559.0,7.9,25726614,3.46875,"['1999:1', '2012:1', '2006:1']"
99.0,4.0,559.0,7.9,25726614,4.0227272727272725,"['1999:1', '2012:1', '2006:1']"
