,score,num,name,year,directer,actors,type,country,tag1,tag2,tag3,tag4,tag5,tag6,tag7,id
0,6.6,133331.0,The Tourist,2010,弗洛里安·亨克尔·冯·多纳斯马 Florian Henckel von Donnersmarck,",约翰尼·德普 Johnny Depp,安吉丽娜·朱莉 Angelina Jolie,卢夫斯·塞维尔 Rufus Sewell,保罗·贝坦尼 Paul Bettany",",剧情,悬疑,惊悚",",美国,法国,意大利","22468,安吉丽娜·茱莉","20446,约翰尼·德普","14986,美国","8235,悬疑","8229,剧情","4477,2010","4406,动作",4190211
1,7.9,142724.0,集结号,2007,冯小刚 Xiaogang Feng,",张涵予 Hanyu Zhang,邓超 Chao Deng,袁文康 Wenkang Yuan,汤嬿 Yan Tang",",剧情,传记,历史,战争",",中国大陆,香港","25231,冯小刚","24652,战争","9313,中国电影","8135,中国","7219,大陆","5483,2007","4861,国产电影",1907464
2,8.3,109308.0,Blade Runner,1982,雷德利·斯科特 Ridley Scott,",哈里森·福特 Harrison Ford,鲁特格尔·哈尔 Rutger Hauer,肖恩·杨 Sean Young,爱德华·詹姆斯·奥莫斯 Edward James Olmos",",科幻,惊悚",",美国,香港","26748,科幻","13836,美国","9720,经典","8331,人性","6811,1982","4045,反乌托邦","3714,动作",1291839
3,5.6,185777.0,杜拉拉升职记,2010,徐静蕾 Jinglei Xu,",徐静蕾 Jinglei Xu,黄立行 Stanley Huang,莫文蔚 Karen Mok,吴佩慈 Pace Wu",",喜剧,剧情,爱情",",中国大陆","22252,徐静蕾","19990,杜拉拉升职记","14597,爱情","11737,黄立行","8546,中国电影","7904,莫文蔚","7210,中国",3820191
4,7.4,140281.0,百變星君,1995,叶伟民 Raymond Yip Wai-Man,",周星驰 Stephen Chow,吴孟达 Man Tat Ng,梁咏琪 Gigi Leung,孙佳君 Paulyn Sun",",喜剧,奇幻,科幻",",香港","26745,周星驰","18744,喜剧","12869,香港","8358,香港电影","6649,搞笑","4766,王晶","3946,1995",1300498
5,8.1,140034.0,藍宇,2001,关锦鹏 Stanley Kwan,",胡军 Jun Hu,刘烨 Ye Liu,苏瑾 Jin Su,李华彤 Huatong Li",",剧情,爱情,同性",",中国大陆,香港","18674,同志","13713,关锦鹏","13554,刘烨","11618,爱情","10455,蓝宇","8906,同性恋","7157,中国",1308076
6,8.0,108137.0,빈집,2004,金基德 Ki-duk Kim,None,",剧情,爱情,犯罪",",韩国","21074,金基德","18287,韩国","11653,韩国电影","10330,文艺","9660,爱情","6923,空房间","5627,情色",1308833
7,6.9,72454.0,Point Break,2015,埃里克松·科尔 Ericson Core,",卢克·布雷西 Luke Bracey,埃德加·拉米雷兹 Édgar Ramírez,泰莉莎·帕尔墨 Teresa Palmer,雷·温斯顿 Ray Winstone",",动作,犯罪,运动",",美国,中国大陆,德国","11091,极限运动","6839,冒险","6791,动作","6124,美国","4766,犯罪","3430,运动","3427,2015",25809384
8,6.8,88038.0,The Hangover Part II,2011,托德·菲利普斯 Todd Phillips,",布莱德利·库珀 Bradley Cooper,扎克·加利凡纳基斯 Zach Galifianakis,艾德·赫尔姆斯 Ed Helms,杰米·钟 Jamie Chung",",喜剧",",美国","16398,喜剧","13637,美国","7863,搞笑","5289,黑色幽默","4706,无厘头","4310,2011","2659,续集",3654340
9,8.2,99089.0,And Then There Were None,2015,克雷格·比贝洛斯 Craig Viveiros,",查尔斯·丹斯 Charles Dance,梅芙·德莫迪 Maeve Dermody,艾丹·特纳 Aidan Turner,伯恩·戈曼 Burn Gorman",",犯罪,悬疑",",英国","16262,英剧","15044,悬疑","12960,阿加莎·克里斯蒂","10962,BBC","10626,推理","9126,犯罪","8828,英国",25839052
