,score,num,name,year,directer,actors,type,country,tag1,tag2,tag3,tag4,tag5,tag6,tag7,id
0,8.7,89845.0,Jiro Dreams of Sushi,2011,大卫·贾柏 David Gelb,",小野二郎  Jiro Ono,小野祯一 Yoshikazu Ono,小野隆,山本益弘",",纪录片",",美国","26988,纪录片","20166,日本","14139,美食","11665,寿司","6918,传记","4524,励志","3371,2011",6146955
1,7.4,41154.0,The World's End,2013,埃德加·赖特 Edgar Wright,",西蒙·佩吉 Simon Pegg,尼克·弗罗斯特 Nick Frost,帕迪·康斯戴恩 Paddy Considine,马丁·弗瑞曼 Martin Freeman",",喜剧,动作,科幻",",英国","8005,英国","7658,喜剧","5116,科幻","3896,SimonPegg","2759,英国电影","2608,2013","1537,黑色幽默",3026572
2,8.6,52865.0,Annie Hall,1977,Woody Allen,",Woody Allen,Diane Keaton,Shelley Duvall,Paul Simon",",喜剧,剧情,爱情",",美国","9979,伍迪·艾伦","8618,WoodyAllen","8113,美国","7075,爱情","3683,喜剧","3384,1977","3302,美国电影",1296987
3,8.8,64181.0,The Help,2011,泰特·泰勒 Tate Taylor,",艾玛·斯通 Emma Stone,维奥拉·戴维斯 Viola Davis,布莱丝·达拉斯·霍华德 Bryce Dallas Howard,奥克塔维亚·斯宾瑟  Octavia Spencer",",剧情",",美国,印度,阿联酋","12949,美国","10244,种族","7704,剧情","5314,女性","4596,人性","3942,2011","3661,小说改编",3792848
4,8.1,121621.0,四月物語,1998,岩井俊二 Shunji Iwai,",松隆子 Takako Matsu,田边诚一 Seiichi Tanabe,藤井香织 Kaori Fujii,留美 Rumi",",爱情",",日本","21081,日本","14803,青春","11367,爱情","7931,唯美","7723,文艺","2315,暗恋","2151,1998",1292371
5,6.4,103349.0,赤壁(下),2009,吴宇森 John Woo,",梁朝伟 Tony Leung Chiu Wai,金城武 Takeshi Kaneshiro,张丰毅 Fengyi Zhang,赵薇 Wei Zhao",",动作,剧情,历史,战争",",中国大陆,香港,日本,台湾,韩国","12607,吴宇森","7940,梁朝伟","7840,赤壁","6460,历史","6438,金城武","4970,中国","4698,中国电影",3291930
6,8.1,59627.0,True Grit,2010,乔尔·科恩 Joel Coen,",杰夫·布里吉斯 Jeff Bridges,海莉·斯坦菲尔德 Hailee Steinfeld,马特·达蒙 Matt Damon,乔什·布洛林 Josh Brolin",",剧情,西部,冒险",",美国","11617,西部","9563,美国","4818,剧情","3570,2010","1475,冒险","1390,犯罪","1033,复仇",3626372
7,7.9,47246.0,Still Alice,2014,理查德·格雷泽 Richard Glatzer,",朱丽安·摩尔 Julianne Moore,凯特·波茨沃斯 Kate Bosworth,肖恩·麦克雷 Shane McRae,亨特·帕瑞施 Hunter Parrish",",剧情",",美国,法国","6223,美国","4641,剧情","3852,JulianneMoore","3826,家庭","2483,2014","2383,温情","2234,美国电影",25815008
8,8.2,111525.0,家有囍事,1992,高志森 Clifton Ko,",张国荣 Leslie Cheung,周星驰 Stephen Chow,张曼玉 Maggie Cheung,吴君如 Sandra Ng",",剧情,喜剧,爱情,家庭",",香港","16059,喜剧","13368,香港","5669,搞笑","4601,1992","4271,经典","3031,家庭","2636,贺岁",1300064
9,8.8,61440.0,賽德克·巴萊(上)太陽旗,2011,魏德圣 Te-Sheng Wei,",林庆台 Ching-tai Lin,游大庆 Da-qing You,马志翔 Zhixiang Ma,安藤政信 Masanobu Andô",",剧情,历史,战争",",台湾","13584,台湾","9872,历史","8323,战争","5071,雾社事件","4895,史诗","2944,人性","2670,剧情",10450409
10,6.0,42849.0,華麗上班族,2015,杜琪峰 Johnnie To,",周润发 Yun-Fat Chow,张艾嘉 Sylvia Chang,陈奕迅 Eason Chan,汤唯 Wei Tang",",剧情,喜剧,爱情,歌舞",",香港,中国大陆","3860,杜琪峰","3739,香港","3569,歌舞","2684,陈奕迅","2449,张艾嘉","2274,汤唯","2244,2015",11776289
11,7.9,123836.0,City of Angels,1998,Brad Silberling,",尼古拉斯·凯奇 Nicolas Cage,梅格·瑞恩 Meg Ryan,安德鲁·布劳尔 Andre Braugher,丹尼斯·弗兰茨 Dennis Franz",",剧情,爱情,奇幻",",美国,德国","25888,爱情","20342,尼古拉斯·凯奇","13602,美国","9806,天使之城","7804,MegRyan","7287,NicolasCage","6966,美国电影",1292212
12,7.7,79738.0,方世玉,1993,元奎 Corey Yuen,",李连杰 Jet Li,萧芳芳 Josephine Siao,陈松勇 Sung Young Chen,李嘉欣 Michelle Reis",",喜剧,动作,武侠,古装",",香港","12388,李连杰","9709,动作","9676,香港","6491,香港电影","5605,武侠","4208,喜剧","3517,功夫",1297763
13,7.5,92304.0,一个都不能少,1999,张艺谋 Yimou Zhang,",魏敏芝 Minzhi Wei,张慧科 Huike Zhang,田正达 Zhenda Tian,高恩满 Enman Gao",",喜剧,剧情",",中国大陆","18343,张艺谋","7851,中国电影","6113,中国","5675,一个都不能少","5593,教育","5445,大陆","5205,剧情",1294963
