,score,num,name,year,directer,actors,type,country,tag1,tag2,tag3,tag4,tag5,tag6,tag7,id
0,8.5,116721.0,Million Dollar Baby,2004,Clint Eastwood,",克林特·伊斯特伍德 Clint Eastwood,希拉里·斯万克 Hilary Swank,摩根·弗里曼 Morgan Freeman,杰伊·巴鲁切尔 Jay Baruchel",",剧情,运动",",美国","18075,励志","15474,美国","10594,拳击","9492,人生","7836,剧情","5615,经典","2886,2004",1309016
1,8.3,215254.0,崖の上のポニョ,2008,宫崎骏 Hayao Miyazaki,",奈良柚莉爱 Yuria Nara,土井洋辉 Hiroki Doi,山口智子 Tomoko Yamaguchi,长岛一茂 Kazushige Nagashima",",动画,奇幻,冒险",",日本","54183,宫崎骏","27226,动画","20985,日本","18691,悬崖上的金鱼公主","12471,日本动画","10026,宮崎駿","7913,动漫",1959877
2,8.2,150903.0,言の葉の庭,2013,新海诚 Makoto Shinkai,",入野自由 Miyu Irino,花泽香菜 Kana Hanazawa,平野文 Fumi Hirano,前田剛 Takeshi Maeda",",爱情,动画",",日本","27144,新海诚","19405,动画","18950,日本","14629,爱情","12316,日本动画","9109,新海誠","7087,动漫",20470074
3,7.8,82608.0,Buried,2010,罗德里格·科特兹 Rodrigo Cortés,None,",剧情,悬疑,惊悚",",西班牙,美国,法国","13166,悬疑","11462,惊悚","7310,剧情","7012,美国","6921,西班牙","3888,2010","3421,人性",3819877
4,7.9,96118.0,The Dreamers,2003,贝纳尔多·贝托鲁奇 Bernardo Bertolucci,",迈克尔·皮特 Michael Pitt,伊娃·格林 Eva Green,路易斯·加瑞尔 Louis Garrel,安娜·钱斯勒 Anna Chancellor",",剧情,爱情,情色",",法国,英国,意大利","20693,法国","16726,情色","12350,文艺","10109,青春","9487,贝托鲁奇","8466,法国电影","3711,BernardoBertolucci",1291856
5,6.7,82304.0,The Expendables 3,2014,帕特里克·休斯 Patrick Hughes,",西尔维斯特·史泰龙 Sylvester Stallone,杰森·斯坦森 Jason Statham,阿诺·施瓦辛格 Arnold Schwarzenegger,杜夫·龙格尔 Dolph Lundgren",",动作,惊悚,冒险",",美国,法国","12871,动作","9159,美国","7943,敢死队","4677,暴力","4245,2014","3416,男人","2665,犯罪",11610281
6,7.3,163659.0,Night at the Museum,2006,肖恩·利维 Shawn Levy,",本·斯蒂勒 Ben Stiller,欧文·威尔逊 Owen Wilson,罗宾·威廉姆斯 Robin Williams,迪克·范·戴克 Dick Van Dyke",",动作,冒险,喜剧,家庭,奇幻",",美国,英国","23183,喜剧","20031,美国","18106,奇幻","9968,博物馆之夜","7870,美国电影","6974,魔幻","6490,冒险",1835843
7,7.2,83339.0,The Departed,2006,马丁·斯科塞斯 Martin Scorsese,",莱昂纳多·迪卡普里奥 Leonardo DiCaprio,马特·达蒙 Matt Damon,杰克·尼科尔森 Jack Nicholson,马克·沃尔伯格 Mark Wahlberg",",犯罪,剧情,惊悚",",美国,香港","12559,美国","9843,黑帮","8324,犯罪","7979,警匪","5400,LeonardoDiCaprio","5027,美国电影","4577,剧情",1315316
8,5.5,103444.0,賭城風雲II,2015,王晶 Jing Wong,",周润发 Yun-Fat Chow,张家辉 Nick Cheung,刘嘉玲 Carina Lau,余文乐 Shawn Yue",",喜剧,动作",",香港,中国大陆","11176,喜剧","9613,香港","5189,搞笑","4750,2015","4304,赌神","3820,贺岁","3674,动作",25858785
9,8.5,159951.0,Cast Away,2000,罗伯特·泽米吉斯 Robert Zemeckis,",汤姆·汉克斯 Tom Hanks,海伦·亨特 Helen Hunt,克里斯·诺斯 Chris Noth,尼克·西塞 Nick Searcy",",冒险,剧情",",美国","21923,励志","16693,美国","13741,汤姆·汉克斯","12987,TomHanks","12410,剧情","11477,荒岛余生","7342,美国电影",1298653
10,5.7,111245.0,万物生长,2015,李玉 Yu Li,",范冰冰 Bingbing Fan,韩庚 Geng Han,齐溪 Xi Qi,沈婷婷 Tingting Shen",",喜剧,爱情",",中国大陆","8556,青春","7535,爱情","6264,李玉","6260,范冰冰","6170,文艺","5710,冯唐","5009,韩庚",25872931
11,5.4,147057.0,左耳,2015,苏有朋 Alec Su,",陈都灵 Duling Chen,欧豪 Oho Ou,马思纯 Sichun Ma,杨洋 Yang Yang",",爱情",",中国大陆","16642,青春","14060,爱情","7801,饶雪漫","7498,苏有朋","6886,2015","6309,左耳","5693,陈都灵",25745752
12,6.5,33130.0,Nerve,2016,亨利·朱斯特 Henry Joost,",艾玛·罗伯茨 Emma Roberts,戴夫·弗兰科 Dave Franco,艾米丽·梅德 Emily Meade,迈尔斯·赫尔泽 Miles Heizer",",动作,惊悚,冒险",",美国","4247,美国","3142,冒险","2559,犯罪","2429,网络","2404,人性","2253,2016","2109,惊悚",26313740
13,8.3,90592.0,Watchmen,2009,扎克·施奈德 Zack Snyder,",帕特里克·威尔森 Patrick Wilson,卡拉·古奇诺 Carla Gugino,比利·克鲁德普 Billy Crudup,玛琳·阿克曼 Malin Akerman",",动作,科幻,悬疑",",美国","16339,科幻","11507,漫画改编","11467,美国","7134,守望者","6060,动作","5009,暴力","4579,美国电影",1972698
14,7.6,44868.0,The Raid,2011,加雷斯·埃文斯 1 Gareth Evans,",Iko Uwais,Doni Alamsyah,Joe Taslim,Pierre Gruno",",动作,犯罪,惊悚",",印度尼西亚,美国","10925,动作","7622,暴力","5267,犯罪","3738,警匪","2995,血腥","2278,2012","2231,黑帮",6771529
15,7.9,176102.0,Sleepless in Seattle,1993,诺拉·艾芙隆 Nora Ephron,",汤姆·汉克斯 Tom Hanks,梅格·瑞恩 Meg Ryan,罗斯·马林格 Ross Malinger,丽塔·威尔逊 Rita Wilson",",喜剧,爱情,剧情",",美国","38523,爱情","25597,美国","15711,经典","14117,浪漫","4936,温情","4454,1993","3464,喜剧",1298128
16,8.1,100926.0,La cara oculta,2011,安德雷斯·拜兹 Andrés Baiz,",奎姆·古铁雷兹 Quim Gutiérrez,克拉拉·拉戈 Clara Lago,玛蒂娜·加西亚 Martina García,亚历山德拉·斯图尔特 Alexandra Stewart",",剧情,悬疑,惊悚",",哥伦比亚,西班牙","22172,悬疑","17202,西班牙","14445,人性","13250,惊悚","8120,爱情","7979,心理","7200,剧情",6536180
