,score,num,name,year,directer,actors,type,country,tag1,tag2,tag3,tag4,tag5,tag6,tag7,id
44,9.2,611711.0,Les choristes,2004,克里斯托夫·巴拉蒂 Christophe Barratier,",杰拉尔·朱诺 Gérard Jugnot,让-巴蒂斯特·莫尼耶 Jean-Baptiste Maunier,弗朗索瓦·贝利昂 François Berléand,凯德·麦拉德 Kad Merad",",剧情,音乐",",法国,瑞士,德国","89512,法国","88696,音乐","83022,成长","66729,教育","63337,经典","32772,温情","29981,剧情",1291549
45,8.8,455676.0,Malèna,2000,朱塞佩·托纳多雷 Giuseppe Tornatore,",莫妮卡·贝鲁奇 Monica Bellucci,圭塞佩·苏尔法罗 Giuseppe Sulfaro,Luciano Federico,Matilde Piana",",剧情,战争,情色",",意大利,美国","63349,意大利","56568,莫妮卡·贝鲁奇","36865,西西里的美丽传说","36412,成长","31975,爱情","30748,情色","30384,青春",1292402
46,7.7,247688.0,智取威虎山,2014,徐克 Hark Tsui,",张涵予 Hanyu Zhang,梁家辉 Tony Leung Ka Fai,林更新 Gengxin Lin,余男 Nan Yu",",动作,战争,冒险",",中国大陆,香港","22082,动作","21138,战争","14437,历史","12983,中国大陆","11943,革命","10577,2014","9260,剧情",10807909
47,7.7,325149.0,The Great Gatsby,2013,巴兹·鲁赫曼 Baz Luhrmann,",莱昂纳多·迪卡普里奥 Leonardo DiCaprio,凯瑞·穆里根 Carey Mulligan,托比·马奎尔 Tobey Maguire,艾拉·菲舍尔 Isla Fisher",",剧情,爱情",",澳大利亚,美国","45075,美国","34846,爱情","32749,原著改编","19421,剧情","17721,人性","15098,文艺","14754,经典",3364223
48,8.5,450977.0,Slumdog Millionaire,2008,丹尼·鲍尔 Danny Boyle,",戴夫·帕特尔 Dev Patel,沙鲁巴·舒克拉 Saurabh Shukla,亚尼·卡普 Anil Kapoor,Rajendranath Zutshi",",剧情,爱情",",英国,美国","74054,印度","39744,励志","36310,剧情","27347,爱情","19475,人生","18117,奥斯卡","17100,经典",2209573
49,9.1,328581.0,"Lock, Stock and Two Smoking Barrels",1998,Guy Ritchie,",Jason Flemyng,Dexter Fletcher,Nick Moran,Jason Statham",",剧情,喜剧,犯罪",",英国","79595,黑色幽默","47982,英国","33829,喜剧","31279,犯罪","21656,黑帮","18779,剧情","13342,黑色",1293350
50,9.3,383900.0,도가니,2011,黄东赫 Dong-hyuk Hwang,",孔侑 Yoo Gong,郑有美 Yu-mi Jeong,金智英 Ji-Young Kim,金贤秀 Hyun-su Kim",",剧情",",韩国","73838,人性","67094,韩国","52481,犯罪","45692,社会","26913,虐心","25457,剧情","24529,熔炉",5912992
51,8.9,383138.0,The Lord of the Rings: The Fellowship of the Ring,2001,彼得·杰克逊 Peter Jackson,",伊利亚·伍德 Elijah Wood,西恩·奥斯汀 Sean Astin,伊恩·麦克莱恩 Ian McKellen,维果·莫腾森 Viggo Mortensen",",剧情,动作,奇幻,冒险",",新西兰,美国","68625,魔幻","49654,史诗","35457,美国","34638,经典","13199,大片","11876,战争","9909,2001",1291571
52,8.0,139252.0,아가씨,2016,朴赞郁 Chan-wook Park,",金敏喜 Min-hie Kim,金泰璃 Tae Ri Kim,河正宇 Jung-woo Ha,赵镇雄 Jin-woong Jo",",剧情,悬疑,同性",",韩国","29036,韩国","23363,同性","19219,情色","12618,悬疑","12432,爱情","12082,剧情","9338,2016",25977027
53,8.6,260024.0,Perfetti sconosciuti,2016,保罗·格诺维瑟 Paolo Genovese,",马可·贾利尼 Marco Giallini,卡西娅·史穆特妮亚克 Kasia Smutniak,艾多尔多·里奥 Edoardo Leo,阿尔芭·洛尔瓦彻 Alba Rohrwacher",",剧情,喜剧",",意大利","38803,人性","32168,意大利","26817,婚姻","23447,剧情","23441,心理","20030,家庭","16332,爱情",26614893
54,8.2,355281.0,功夫,2004,周星驰 Stephen Chow,",周星驰 Stephen Chow,元秋 Qiu Yuen,元华 Wah Yuen,黄圣依 Shengyi Huang",",动作,喜剧,犯罪,奇幻",",中国大陆,香港","68194,周星驰","46298,喜剧","30270,香港","24449,功夫","21975,动作","20262,香港电影","18018,搞笑",1291543
55,9.5,512902.0,Schindler's List,1993,史蒂文·斯皮尔伯格 Steven Spielberg,",连姆·尼森 Liam Neeson,本·金斯利 Ben Kingsley,拉尔夫·费因斯 Ralph Fiennes,卡罗琳·古多尔 Caroline Goodall",",剧情,历史,战争",",美国","85379,人性","81401,二战","69488,经典","66690,斯皮尔伯格","60323,战争","52884,辛德勒的名单","36091,美国",1295124
56,8.8,470604.0,Love Letter,1995,岩井俊二 Shunji Iwai,",中山美穗 Miho Nakayama,丰川悦司 Etsushi Toyokawa,酒井美纪 Miki Sakai,柏原崇 Takashi Kashiwabara",",剧情,爱情",",日本","85177,爱情","77943,日本","43639,青春","37572,经典","25124,文艺","16789,暗恋","13619,温情",1292220
57,8.0,338238.0,(500) Days of Summer,2009,马克·韦布 Marc Webb,",约瑟夫·高登-莱维特 Joseph Gordon-Levitt,佐伊·丹斯切尔 Zooey Deschanel,吉奥弗瑞·阿伦德 Geoffrey Arend,科洛·莫瑞兹 Chloë Grace Moretz",",喜剧,剧情,爱情",",美国","74043,爱情","42248,美国","36338,文艺","20898,忘记那个曾经你爱过的人吧","16732,清新","15370,浪漫","10758,2009",3072086
58,6.9,163682.0,寒戰II,2016,梁乐民 Lok Man Leung,",郭富城 Aaron Kwok,梁家辉 Tony Leung Ka Fai,杨采妮 Charlie Yeung,彭于晏 Eddie Peng",",剧情,动作,犯罪",",中国大陆,香港","23012,香港","16301,犯罪","10885,警匪","9479,剧情","9293,2016","9270,动作","8783,悬疑",20505982
59,7.4,77226.0,Nocturnal Animals,2016,汤姆·福特 Tom Ford,",艾米·亚当斯 Amy Adams,杰克·吉伦哈尔 Jake Gyllenhaal,迈克尔·珊农 Michael Shannon,亚伦·泰勒-约翰逊 Aaron Taylor-Johnson",",剧情,悬疑,惊悚",",美国","8677,美国","7387,悬疑","7078,剧情","5943,惊悚","5624,人性","5101,黑色","4707,2016",26353372
60,8.3,379725.0,疯狂的石头,2006,宁浩 Hao Ning,",郭涛 Tao Guo,刘桦 Hua Liu,连晋 Teddy Lin,黄渤  Bo Huang",",喜剧,犯罪",",中国大陆,香港","53487,黑色幽默","44914,喜剧","33634,宁浩","23423,疯狂的石头","19279,搞笑","17603,中国电影","16749,大陆",1862151
61,9.3,644810.0,Hachi: A Dog's Tale,2009,莱塞·霍尔斯道姆 Lasse Hallström,",理查·基尔 Richard Gere,萨拉·罗默尔 Sarah Roemer,琼·艾伦 Joan Allen,Robbie Sublett",",剧情",",美国,英国","115973,感人","108879,温情","99354,动物","62037,真实事件改编","56639,温暖","50614,美国","45244,人性",3011091
62,8.7,391292.0,Brokeback Mountain,2005,李安 Ang Lee,",希斯·莱杰 Heath Ledger,杰克·吉伦哈尔 Jake Gyllenhaal,米歇尔·威廉姆斯 Michelle Williams,安妮·海瑟薇 Anne Hathaway",",剧情,爱情,同性,家庭",",美国,加拿大","59428,同性","48306,爱情","45153,美国","28427,经典","18525,感人","17317,剧情","15815,人生",1418834
63,8.4,125354.0,The Hateful Eight,2015,昆汀·塔伦蒂诺 Quentin Tarantino,",塞缪尔·杰克逊 Samuel L. Jackson,库尔特·拉塞尔 Kurt Russell,詹妮弗·杰森·李 Jennifer Jason Leigh,沃尔顿·戈金斯 Walton Goggins",",剧情,犯罪,西部",",美国","14501,美国","14012,西部","13122,暴力美学","11780,黑色幽默","11464,犯罪","10526,暴力","8941,剧情",25787888
64,8.5,433962.0,唐伯虎點秋香,1993,李力持 Lik-Chi Lee,",周星驰 Stephen Chow,巩俐 Li Gong,陈百祥 Pak-cheung Chan,郑佩佩 Pei-pei Cheng",",喜剧,爱情,古装",",香港","77228,周星驰","60073,喜剧","35821,香港","29167,搞笑","25577,经典","24456,香港电影","18102,唐伯虎点秋香",1306249
65,7.7,143583.0,追凶者也,2016,曹保平 Baoping Cao,",刘烨 Ye Liu,张译 Yi Zhang,段博文 Bowen Duan,王子文 Ziwen Wang",",剧情,喜剧,犯罪",",中国大陆","17123,犯罪","16421,黑色","13992,荒诞","11457,搞笑","11182,悬疑","10294,剧情","8098,2016",26284621
66,8.0,351259.0,Kung Fu Panda,2008,马克·奥斯本 Mark Osborne,",杰克·布莱克 Jack Black,达斯汀·霍夫曼 Dustin Hoffman,安吉丽娜·朱莉 Angelina Jolie,伊恩·麦柯肖恩 Ian McShane",",喜剧,动作,动画,冒险",",美国","57916,动画","36009,功夫熊猫","33279,梦工厂","32960,美国","19866,喜剧","9026,卡通","8171,熊猫",1783457
67,8.4,321527.0,Perfume: The Story of a Murderer,2006,汤姆·提克威 Tom Tykwer,",本·卫肖 Ben Whishaw,艾伦·瑞克曼 Alan Rickman,蕾切儿·哈伍德 Rachel Hurd-Wood,达斯汀·霍夫曼 Dustin Hoffman",",剧情,犯罪,奇幻",",德国,法国,西班牙,美国","41725,香水","40133,法国","36381,犯罪","33516,惊悚","25066,剧情","11097,德国","10040,人性",1760622
68,9.1,587575.0,となりのトトロ,1988,宫崎骏 Hayao Miyazaki,",日高法子 Noriko Hidaka,坂本千夏 Chika Sakamoto,糸井重里 Shigesato Itoi,岛本须美 Sumi Shimamoto",",动画,奇幻,冒险",",日本","85648,日本","62048,动漫","55033,温情","51694,童年","42698,经典","33533,成长","32809,童话",1291560
69,8.7,227268.0,Dallas Buyers Club,2013,让-马克·瓦雷 Jean-Marc Vallée,",马修·麦康纳 Matthew McConaughey,詹妮弗·加纳 Jennifer Garner,杰瑞德·莱托 Jared Leto,史蒂夫·茨恩 Steve Zahn",",剧情,传记,同性",",美国","27575,美国","23179,剧情","22072,传记","18225,人性","10912,MatthewMcConaughey","10786,美国电影","9105,2013",1793929
70,7.6,141446.0,Ex Machina,2014,亚历克斯·加兰 Alex Garland,",奥斯卡·伊萨克 Oscar Isaac,多姆纳尔·格利森 Domhnall Gleeson,艾丽西亚·维坎德 Alicia Vikander,克里·约翰逊 Corey Johnson",",科幻,悬疑,惊悚",",英国","26940,科幻","14507,人工智能","10455,悬疑","8725,美国","7583,2015","7368,英国","6701,剧情",4160540
71,6.6,371408.0,致我们终将逝去的青春,2013,赵薇 Wei Zhao,",杨子姗 Zishan Yang,赵又廷 Mark Chao,韩庚 Geng Han,江疏影 Shuying Jiang",",剧情,爱情",",中国大陆","78577,青春","53321,爱情","39446,校园","30222,成长","19059,小说改编","18405,文艺","15802,2013",6973376
72,7.7,213637.0,Warcraft,2016,邓肯·琼斯 Duncan Jones,",崔维斯·费米尔 Travis Fimmel,托比·凯贝尔 Toby Kebbell,宝拉·巴顿 Paula Patton,吴彦祖 Daniel Wu",",动作,奇幻,冒险",",美国,中国大陆,加拿大,日本","21680,游戏改编","17790,美国","17714,暴雪","17267,奇幻","15509,史诗","13842,魔幻","12256,2016",2131940
73,9.5,571120.0,La vita è bella,1997,罗伯托·贝尼尼 Roberto Benigni,",罗伯托·贝尼尼 Roberto Benigni,尼可莱塔·布拉斯基 Nicoletta Braschi,乔治·坎塔里尼 Giorgio Cantarini,朱斯蒂诺·杜拉诺 Giustino Durano",",剧情,喜剧,爱情,战争",",意大利","82030,二战","81277,亲情","79620,经典","79225,意大利","53698,战争","41934,温情","36489,人性",1292063
74,8.5,281386.0,Trainspotting,1996,丹尼·博伊尔 Danny Boyle,",伊万·麦克格雷格 Ewan McGregor,艾文·布莱纳 Ewen Bremner,约翰尼·李·米勒 Jonny Lee Miller,凯文·麦克基德 Kevin McKidd",",犯罪,剧情",",英国","41806,英国","40191,青春","30215,猜火车","23772,毒品","20914,经典","19833,英国电影","15684,Cult",1292528
