,score,num,name,year,directer,actors,type,country,tag1,tag2,tag3,tag4,tag5,tag6,tag7,id
0,8.2,182753.0,Little Miss Sunshine,2006,乔纳森·戴顿 Jonathan Dayton,",阿比盖尔·布蕾斯琳 Abigail Breslin,托妮·克莱特 Toni Collette,格雷戈·金尼尔 Greg Kinnear,保罗·达诺 Paul Dano",",剧情,喜剧,家庭",",美国","26964,美国","22450,喜剧","21976,家庭","18066,亲情","10890,人生","7528,剧情","6284,2006",1777612
1,7.5,249352.0,唐山大地震,2010,冯小刚,",徐帆 Fan Xu,张静初 Jingchu Zhang,李晨 Chen Li,陈道明 Daoming Chen",",剧情,历史,灾难",",中国大陆,香港","42911,灾难","28314,亲情","19580,感人","13914,人性","11262,2010","10722,历史","10003,内地",3596502
2,8.5,326983.0,Ice Age,2002,卡洛斯·沙尔丹哈 Carlos Saldanha,",雷·罗马诺 Ray Romano,约翰·雷吉扎莫 John Leguizamo,丹尼斯·利瑞 Denis Leary,杰克·布莱克 Jack Black",",喜剧,动画,冒险",",美国","56853,动画","34830,美国","26358,喜剧","16078,搞笑","12324,卡通","9790,经典","8182,动画电影",1291578
3,8.3,121457.0,La vie d'Adèle,2013,阿布戴·柯西胥 Abdel Kechiche,",阿黛尔·艾克萨勒霍布洛斯 Adèle Exarchopoulos,蕾雅·赛杜 Léa Seydoux,沙利姆·克齐欧彻 Salim Kechiouche,热雷米·拉厄尔特 Jeremie Laheurte",",剧情,爱情,同性",",法国,比利时,西班牙,突尼斯","26243,同性","23574,法国","15712,爱情","9986,女性","6282,戛纳","6281,2013","6125,情色",10535568
4,7.9,146084.0,Cube,1997,文森佐·纳塔利 Vincenzo Natali,",妮可·德波儿 Nicole de Boer,Nicky Guadagni,大卫·休莱特 David Hewlett,Andrew Miller",",科幻,悬疑,惊悚",",加拿大","25295,惊悚","24583,悬疑","18316,科幻","16926,人性","9829,加拿大","9050,恐怖","5480,美国",1305903
5,8.6,225745.0,Artificial Intelligence: AI,2001,史蒂文·斯皮尔伯格 Steven Spielberg,",海利·乔·奥斯蒙 Haley Joel Osment,弗兰西丝·奥康纳 Frances O'Connor,山姆·洛巴兹 Sam Robards,杰克·托马斯 Jake Thomas",",冒险,剧情,科幻",",美国","46270,科幻","29853,斯皮尔伯格","25287,人性","22703,人工智能","21658,美国","15247,经典","9677,美国电影",1302827
6,7.6,70225.0,The Walk,2015,罗伯特·泽米吉斯 Robert Zemeckis,",约瑟夫·高登-莱维特 Joseph Gordon-Levitt,本·金斯利 Ben Kingsley,夏洛特·勒邦 Charlotte Lebon,詹姆斯·戴尔 James Badge Dale",",剧情,传记,冒险",",美国","8376,传记","7279,美国","5433,励志","4942,冒险","4891,剧情","4495,真实事件改编","4250,囧瑟夫",25819229
7,7.5,233788.0,Pirates of the Caribbean: On Stranger Tides,2011,罗伯·马歇尔 Rob Marshall,",约翰尼·德普 Johnny Depp,佩妮洛普·克鲁兹 Penélope Cruz,杰弗里·拉什 Geoffrey Rush,伊恩·麦柯肖恩 Ian McShane",",动作,奇幻,冒险",",美国","34902,海盗","30089,美国","21831,奇幻","16984,冒险","14623,美人鱼","11335,2011","9914,动作",3227410
8,8.0,188180.0,Jurassic Park,1993,史蒂文·斯皮尔伯格 Steven Spielberg,",山姆·尼尔 Sam Neill,劳拉·邓恩 Laura Dern,杰夫·高布伦 Jeff Goldblum,理查德·阿滕伯勒 Richard Attenborough",",科幻,惊悚,冒险",",美国","30303,科幻","21085,斯皮尔伯格","19311,美国","14365,恐龙","14052,侏罗纪公园","12373,经典","7057,冒险",1292523
9,8.3,219190.0,Once,2007,约翰·卡尼 John Carney,None,",剧情,音乐,爱情",",爱尔兰","48785,音乐","40722,爱尔兰","38591,爱情","12856,文艺","3154,温情","2763,剧情","2298,浪漫",2053515
